forecast_date,split,lead_day,block,forecast_target_date,forecast_rainfall_mm,valid_pixel_count,source_issue,source_target,target_7d_rainfall_mm
2016-08-07,train,7,Malerkotla,2016-08-14,0.3510934545525482,28,2016.08.07,2016.08.14,32.23722189088086
2016-08-07,train,7,Moonak,2016-08-14,1.2106068432331083,12,2016.08.07,2016.08.14,41.37856495438916
2016-08-07,train,7,Sangrur,2016-08-14,0.7305358882461276,28,2016.08.07,2016.08.14,42.952372641011024
2016-08-07,train,7,Sunam,2016-08-14,1.0704949349164965,28,2016.08.07,2016.08.14,45.39308454670034
2016-08-06,train,1,Dhuri,2016-08-07,19.19666160236705,22,2016.08.06,2016.08.07,37.62938617625801
2016-08-06,train,1,Lehra,2016-08-07,9.443735718727112,16,2016.08.06,2016.08.07,50.36583076550728
2016-08-06,train,1,Malerkotla,2016-08-07,21.519442422049387,28,2016.08.06,2016.08.07,34.1711730352237
2016-08-06,train,1,Moonak,2016-08-07,7.312325159708659,12,2016.08.06,2016.08.07,49.58473624248156
2016-08-06,train,1,Sangrur,2016-08-07,16.190521103995188,28,2016.08.06,2016.08.07,46.79044386911791
2016-08-06,train,1,Sunam,2016-08-07,12.613359246935165,28,2016.08.06,2016.08.07,51.244549180589246
2016-08-06,train,2,Dhuri,2016-08-08,7.919251506978815,22,2016.08.06,2016.08.08,37.62938617625801
2016-08-06,train,2,Lehra,2016-08-08,4.039741650223732,16,2016.08.06,2016.08.08,50.36583076550728
2016-08-06,train,2,Malerkotla,2016-08-08,7.838571889059884,28,2016.08.06,2016.08.08,34.1711730352237
2016-08-06,train,2,Moonak,2016-08-08,3.864970584710439,12,2016.08.06,2016.08.08,49.58473624248156
2016-08-06,train,2,Sangrur,2016-08-08,8.555561457361494,28,2016.08.06,2016.08.08,46.79044386911791
2016-08-06,train,2,Sunam,2016-08-08,7.163522754396711,28,2016.08.06,2016.08.08,51.244549180589246
2016-08-06,train,3,Dhuri,2016-08-09,9.524126226251775,22,2016.08.06,2016.08.09,37.62938617625801
2016-08-06,train,3,Lehra,2016-08-09,14.48075944185257,16,2016.08.06,2016.08.09,50.36583076550728
2016-08-06,train,3,Malerkotla,2016-08-09,10.470403126307897,28,2016.08.06,2016.08.09,34.1711730352237
2016-08-06,train,3,Moonak,2016-08-09,17.157884041468304,12,2016.08.06,2016.08.09,49.58473624248156
2016-08-06,train,3,Sangrur,2016-08-09,10.915054900305613,28,2016.08.06,2016.08.09,46.79044386911791
2016-08-06,train,3,Sunam,2016-08-09,13.1213241985866,28,2016.08.06,2016.08.09,51.244549180589246
2016-08-06,train,4,Dhuri,2016-08-10,13.59993687543002,22,2016.08.06,2016.08.10,37.62938617625801
2016-08-06,train,4,Lehra,2016-08-10,18.219902634620667,16,2016.08.06,2016.08.10,50.36583076550728
2016-08-06,train,4,Malerkotla,2016-08-10,12.51471849850246,28,2016.08.06,2016.08.10,34.1711730352237
2016-08-06,train,4,Moonak,2016-08-10,17.59839105606079,12,2016.08.06,2016.08.10,49.58473624248156
2016-08-06,train,4,Sangrur,2016-08-10,16.005039181028092,28,2016.08.06,2016.08.10,46.79044386911791
2016-08-06,train,4,Sunam,2016-08-10,17.84078025817871,28,2016.08.06,2016.08.10,51.244549180589246
2016-08-06,train,5,Dhuri,2016-08-11,7.616111798719927,22,2016.08.06,2016.08.11,37.62938617625801
2016-08-06,train,5,Lehra,2016-08-11,15.798992395401,16,2016.08.06,2016.08.11,50.36583076550728
2016-08-06,train,5,Malerkotla,2016-08-11,8.702197977474757,28,2016.08.06,2016.08.11,34.1711730352237
2016-08-06,train,5,Moonak,2016-08-11,15.079131285349527,12,2016.08.06,2016.08.11,49.58473624248156
2016-08-06,train,5,Sangrur,2016-08-11,9.895877770015172,28,2016.08.06,2016.08.11,46.79044386911791
2016-08-06,train,5,Sunam,2016-08-11,11.541125808443342,28,2016.08.06,2016.08.11,51.244549180589246
2016-08-06,train,6,Dhuri,2016-08-12,0.8275524973869324,22,2016.08.06,2016.08.12,37.62938617625801
2016-08-06,train,6,Lehra,2016-08-12,1.465869627892971,16,2016.08.06,2016.08.12,50.36583076550728
2016-08-06,train,6,Malerkotla,2016-08-12,0.6852593336786542,28,2016.08.06,2016.08.12,34.1711730352237
2016-08-06,train,6,Moonak,2016-08-12,1.4182000160217283,12,2016.08.06,2016.08.12,49.58473624248156
2016-08-06,train,6,Sangrur,2016-08-12,1.2473371837820326,28,2016.08.06,2016.08.12,46.79044386911791
2016-08-06,train,6,Sunam,2016-08-12,1.4236280236925398,28,2016.08.06,2016.08.12,51.244549180589246
2016-08-06,train,7,Dhuri,2016-08-13,1.391229824586348,22,2016.08.06,2016.08.13,37.62938617625801
2016-08-06,train,7,Lehra,2016-08-13,3.184603914618492,16,2016.08.06,2016.08.13,50.36583076550728
2016-08-06,train,7,Malerkotla,2016-08-13,1.097995434488569,28,2016.08.06,2016.08.13,34.1711730352237
2016-08-06,train,7,Moonak,2016-08-13,3.5752599835395813,12,2016.08.06,2016.08.13,49.58473624248156
2016-08-06,train,7,Sangrur,2016-08-13,2.3059821597167423,28,2016.08.06,2016.08.13,46.79044386911791
2016-08-06,train,7,Sunam,2016-08-13,3.022699637072427,28,2016.08.06,2016.08.13,51.244549180589246
2016-08-04,train,1,Dhuri,2016-08-05,1.5554611086845398,22,2016.08.04,2016.08.05,42.290968685309
2016-08-04,train,1,Lehra,2016-08-05,1.4546647742390633,16,2016.08.04,2016.08.05,44.56244985671604
2016-08-04,train,1,Malerkotla,2016-08-05,1.9771055664334976,28,2016.08.04,2016.08.05,45.146701639801975
2016-08-04,train,1,Moonak,2016-08-05,1.5334231555461884,12,2016.08.04,2016.08.05,41.8113935922281
2016-08-04,train,1,Sangrur,2016-08-05,1.542226880788803,28,2016.08.04,2016.08.05,45.416320196251974
2016-08-04,train,1,Sunam,2016-08-05,1.654732516833714,28,2016.08.04,2016.08.05,47.01635751534827
2016-08-04,train,2,Dhuri,2016-08-06,14.031799446452748,22,2016.08.04,2016.08.06,42.290968685309
2016-08-04,train,2,Lehra,2016-08-06,6.437199294567108,16,2016.08.04,2016.08.06,44.56244985671604
2016-08-04,train,2,Malerkotla,2016-08-06,15.687139817646573,28,2016.08.04,2016.08.06,45.146701639801975
2016-08-04,train,2,Moonak,2016-08-06,6.307174603144328,12,2016.08.04,2016.08.06,41.8113935922281
2016-08-04,train,2,Sangrur,2016-08-06,12.552301509039742,28,2016.08.04,2016.08.06,45.416320196251974
2016-08-04,train,2,Sunam,2016-08-06,9.668763450213842,28,2016.08.04,2016.08.06,47.01635751534827
2016-08-04,train,3,Dhuri,2016-08-07,17.330716956745494,22,2016.08.04,2016.08.07,42.290968685309
2016-08-04,train,3,Lehra,2016-08-07,17.189152896404266,16,2016.08.04,2016.08.07,44.56244985671604
2016-08-04,train,3,Malerkotla,2016-08-07,18.39611230577741,28,2016.08.04,2016.08.07,45.146701639801975
2016-08-04,train,3,Moonak,2016-08-07,16.7007843653361,12,2016.08.04,2016.08.07,41.8113935922281
2016-08-04,train,3,Sangrur,2016-08-07,19.80678153038025,28,2016.08.04,2016.08.07,45.416320196251974
2016-08-04,train,3,Sunam,2016-08-07,18.657120329993116,28,2016.08.04,2016.08.07,47.01635751534827
2016-08-04,train,4,Dhuri,2016-08-08,13.902962337840687,22,2016.08.04,2016.08.08,42.290968685309
2016-08-04,train,4,Lehra,2016-08-08,13.06849879026413,16,2016.08.04,2016.08.08,44.56244985671604
2016-08-04,train,4,Malerkotla,2016-08-08,13.808449472699849,28,2016.08.04,2016.08.08,45.146701639801975
2016-08-04,train,4,Moonak,2016-08-08,12.504465818405151,12,2016.08.04,2016.08.08,41.8113935922281
2016-08-04,train,4,Sangrur,2016-08-08,15.572867393493652,28,2016.08.04,2016.08.08,45.416320196251974
2016-08-04,train,4,Sunam,2016-08-08,14.418308837073187,28,2016.08.04,2016.08.08,47.01635751534827
2016-08-04,train,5,Dhuri,2016-08-09,8.836400660601528,22,2016.08.04,2016.08.09,42.290968685309
2016-08-04,train,5,Lehra,2016-08-09,9.527342677116394,16,2016.08.04,2016.08.09,44.56244985671604
2016-08-04,train,5,Malerkotla,2016-08-09,9.110441207885742,28,2016.08.04,2016.08.09,45.146701639801975
2016-08-04,train,5,Moonak,2016-08-09,10.736366828282677,12,2016.08.04,2016.08.09,41.8113935922281
2016-08-04,train,5,Sangrur,2016-08-09,10.125794853482928,28,2016.08.04,2016.08.09,45.416320196251974
2016-08-04,train,5,Sunam,2016-08-09,10.02192873614175,28,2016.08.04,2016.08.09,47.01635751534827
2016-08-04,train,6,Dhuri,2016-08-10,4.377624663439664,22,2016.08.04,2016.08.10,42.290968685309
2016-08-04,train,6,Lehra,2016-08-10,9.867988169193268,16,2016.08.04,2016.08.10,44.56244985671604
2016-08-04,train,6,Malerkotla,2016-08-10,3.0151838149343217,28,2016.08.04,2016.08.10,45.146701639801975
2016-08-04,train,6,Moonak,2016-08-10,10.263908783594768,12,2016.08.04,2016.08.10,41.8113935922281
2016-08-04,train,6,Sangrur,2016-08-10,7.161640729222979,28,2016.08.04,2016.08.10,45.416320196251974
2016-08-04,train,6,Sunam,2016-08-10,9.356125031198774,28,2016.08.04,2016.08.10,47.01635751534827
2016-08-04,train,7,Dhuri,2016-08-11,3.9888466704975474,22,2016.08.04,2016.08.11,42.290968685309
2016-08-04,train,7,Lehra,2016-08-11,6.005896240472794,16,2016.08.04,2016.08.11,44.56244985671604
2016-08-04,train,7,Malerkotla,2016-08-11,3.818031472819192,28,2016.08.04,2016.08.11,45.146701639801975
2016-08-04,train,7,Moonak,2016-08-11,5.761266708374023,12,2016.08.04,2016.08.11,41.8113935922281
2016-08-04,train,7,Sangrur,2016-08-11,4.991613124098096,28,2016.08.04,2016.08.11,45.416320196251974
2016-08-04,train,7,Sunam,2016-08-11,5.3604331868035455,28,2016.08.04,2016.08.11,47.01635751534827
2016-08-05,train,1,Dhuri,2016-08-06,9.026915030045943,22,2016.08.05,2016.08.06,48.46082245983453
2016-08-05,train,1,Lehra,2016-08-06,9.306747078895569,16,2016.08.05,2016.08.06,53.75201425455028
2016-08-05,train,1,Malerkotla,2016-08-06,9.65011305468423,28,2016.08.05,2016.08.06,49.31559727612351
2016-08-05,train,1,Moonak,2016-08-06,8.288789987564087,12,2016.08.05,2016.08.06,51.50888170270653
2016-08-05,train,1,Sangrur,2016-08-06,10.63254942212786,28,2016.08.05,2016.08.06,53.319060551944965
2016-08-05,train,1,Sunam,2016-08-06,10.517956972122192,28,2016.08.05,2016.08.06,56.86177765790949
2016-08-05,train,2,Dhuri,2016-08-07,13.140288699756969,22,2016.08.05,2016.08.07,48.46082245983453
2016-08-05,train,2,Lehra,2016-08-07,13.388593137264252,16,2016.08.05,2016.08.07,53.75201425455028
2016-08-05,train,2,Malerkotla,2016-08-07,13.881502560206822,28,2016.08.05,2016.08.07,49.31559727612351
2016-08-05,train,2,Moonak,2016-08-07,10.766554594039915,12,2016.08.05,2016.08.07,51.50888170270653
2016-08-05,train,2,Sangrur,2016-08-07,12.862511566707068,28,2016.08.05,2016.08.07,53.319060551944965
2016-08-05,train,2,Sunam,2016-08-07,13.18279494558062,28,2016.08.05,2016.08.07,56.86177765790949
2016-08-05,train,3,Dhuri,2016-08-08,16.73934940858321,22,2016.08.05,2016.08.08,48.46082245983453
2016-08-05,train,3,Lehra,2016-08-08,14.763870775699615,16,2016.08.05,2016.08.08,53.75201425455028
2016-08-05,train,3,Malerkotla,2016-08-08,18.31658206667219,28,2016.08.05,2016.08.08,49.31559727612351
2016-08-05,train,3,Moonak,2016-08-08,13.891272147496542,12,2016.08.05,2016.08.08,51.50888170270653
2016-08-05,train,3,Sangrur,2016-08-08,16.710012333733694,28,2016.08.05,2016.08.08,53.319060551944965
2016-08-05,train,3,Sunam,2016-08-08,16.155863523483276,28,2016.08.05,2016.08.08,56.86177765790949
2016-08-05,train,4,Dhuri,2016-08-09,7.053312084891579,22,2016.08.05,2016.08.09,48.46082245983453
2016-08-05,train,4,Lehra,2016-08-09,6.090376913547516,16,2016.08.05,2016.08.09,53.75201425455028
2016-08-05,train,4,Malerkotla,2016-08-09,6.894635558128357,28,2016.08.05,2016.08.09,49.31559727612351
2016-08-05,train,4,Moonak,2016-08-09,7.499494830767314,12,2016.08.05,2016.08.09,51.50888170270653
2016-08-05,train,4,Sangrur,2016-08-09,7.185342737606594,28,2016.08.05,2016.08.09,53.319060551944965
2016-08-05,train,4,Sunam,2016-08-09,6.617640835898263,28,2016.08.05,2016.08.09,56.86177765790949
2016-08-05,train,5,Dhuri,2016-08-10,10.42170476913452,22,2016.08.05,2016.08.10,48.46082245983453
2016-08-05,train,5,Lehra,2016-08-10,13.452596187591553,16,2016.08.05,2016.08.10,53.75201425455028
2016-08-05,train,5,Malerkotla,2016-08-10,9.823815039225988,28,2016.08.05,2016.08.10,49.31559727612351
2016-08-05,train,5,Moonak,2016-08-10,15.229546229044596,12,2016.08.05,2016.08.10,51.50888170270653
2016-08-05,train,5,Sangrur,2016-08-10,13.11156736101423,28,2016.08.05,2016.08.10,53.319060551944965
2016-08-05,train,5,Sunam,2016-08-10,14.20075157710484,28,2016.08.05,2016.08.10,56.86177765790949
2016-08-05,train,6,Dhuri,2016-08-11,11.28529253872958,22,2016.08.05,2016.08.11,48.46082245983453
2016-08-05,train,6,Lehra,2016-08-11,13.284487187862396,16,2016.08.05,2016.08.11,53.75201425455028
2016-08-05,train,6,Malerkotla,2016-08-11,11.918071814945764,28,2016.08.05,2016.08.11,49.31559727612351
2016-08-05,train,6,Moonak,2016-08-11,12.7331751982371,12,2016.08.05,2016.08.11,51.50888170270653
2016-08-05,train,6,Sangrur,2016-08-11,12.032658474785942,28,2016.08.05,2016.08.11,53.319060551944965
2016-08-05,train,6,Sunam,2016-08-11,12.614782878330775,28,2016.08.05,2016.08.11,56.86177765790949
2016-08-05,train,7,Dhuri,2016-08-12,4.7621975486928765,22,2016.08.05,2016.08.12,48.46082245983453
2016-08-05,train,7,Lehra,2016-08-12,3.70997653901577,16,2016.08.05,2016.08.12,53.75201425455028
2016-08-05,train,7,Malerkotla,2016-08-12,6.232452852385385,28,2016.08.05,2016.08.12,49.31559727612351
2016-08-05,train,7,Moonak,2016-08-12,3.0593674381574,12,2016.08.05,2016.08.12,51.50888170270653
2016-08-05,train,7,Sangrur,2016-08-12,4.7693087458610535,28,2016.08.05,2016.08.12,53.319060551944965
2016-08-05,train,7,Sunam,2016-08-12,4.064068368503025,28,2016.08.05,2016.08.12,56.86177765790949
2016-08-10,train,1,Dhuri,2016-08-11,29.05120927637273,22,2016.08.10,2016.08.11,24.546166785525752
2016-08-10,train,1,Lehra,2016-08-11,35.96273720264435,16,2016.08.10,2016.08.11,24.75326351001719
2016-08-10,train,1,Malerkotla,2016-08-11,29.148958819253103,28,2016.08.10,2016.08.11,22.529900597692247
2016-08-10,train,1,Moonak,2016-08-11,41.4621696472168,12,2016.08.10,2016.08.11,26.99970871076387
2016-08-10,train,1,Sangrur,2016-08-11,37.46735286712647,28,2016.08.10,2016.08.11,26.954153169933672
2016-08-10,train,1,Sunam,2016-08-11,39.6883613722665,28,2016.08.10,2016.08.11,28.09001576383188
2016-08-10,train,2,Dhuri,2016-08-12,15.467168027704412,22,2016.08.10,2016.08.12,24.546166785525752
2016-08-10,train,2,Lehra,2016-08-12,13.700044572353365,16,2016.08.10,2016.08.12,24.75326351001719
2016-08-10,train,2,Malerkotla,2016-08-12,15.802559784480504,28,2016.08.10,2016.08.12,22.529900597692247
2016-08-10,train,2,Moonak,2016-08-12,13.949294805526732,12,2016.08.10,2016.08.12,26.99970871076387
2016-08-10,train,2,Sangrur,2016-08-12,20.738335507256643,28,2016.08.10,2016.08.12,26.954153169933672
2016-08-10,train,2,Sunam,2016-08-12,18.32968977519444,28,2016.08.10,2016.08.12,28.09001576383188
2016-08-10,train,3,Dhuri,2016-08-13,7.100413777611473,22,2016.08.10,2016.08.13,24.546166785525752
2016-08-10,train,3,Lehra,2016-08-13,8.00570398569107,16,2016.08.10,2016.08.13,24.75326351001719
2016-08-10,train,3,Malerkotla,2016-08-13,6.89899126120976,28,2016.08.10,2016.08.13,22.529900597692247
2016-08-10,train,3,Moonak,2016-08-13,9.458136757214865,12,2016.08.10,2016.08.13,26.99970871076387
2016-08-10,train,3,Sangrur,2016-08-13,9.172950846808297,28,2016.08.10,2016.08.13,26.954153169933672
2016-08-10,train,3,Sunam,2016-08-13,9.265443427222117,28,2016.08.10,2016.08.13,28.09001576383188
2016-08-10,train,4,Dhuri,2016-08-14,4.210692828351801,22,2016.08.10,2016.08.14,24.546166785525752
2016-08-10,train,4,Lehra,2016-08-14,3.766124963760376,16,2016.08.10,2016.08.14,24.75326351001719
2016-08-10,train,4,Malerkotla,2016-08-14,5.297926528113229,28,2016.08.10,2016.08.14,22.529900597692247
2016-08-10,train,4,Moonak,2016-08-14,3.479000508785248,12,2016.08.10,2016.08.14,26.99970871076387
2016-08-10,train,4,Sangrur,2016-08-14,5.045738858836038,28,2016.08.10,2016.08.14,26.954153169933672
2016-08-10,train,4,Sunam,2016-08-14,4.661515593528748,28,2016.08.10,2016.08.14,28.09001576383188
2016-08-10,train,5,Dhuri,2016-08-15,0.7510390430688858,22,2016.08.10,2016.08.15,24.546166785525752
2016-08-10,train,5,Lehra,2016-08-15,0.8912445791065693,16,2016.08.10,2016.08.15,24.75326351001719
2016-08-10,train,5,Malerkotla,2016-08-15,0.8514459612114089,28,2016.08.10,2016.08.15,22.529900597692247
2016-08-10,train,5,Moonak,2016-08-15,1.4957104722658794,12,2016.08.10,2016.08.15,26.99970871076387
2016-08-10,train,5,Sangrur,2016-08-15,1.170402358685221,28,2016.08.10,2016.08.15,26.954153169933672
2016-08-10,train,5,Sunam,2016-08-15,1.0193177025232996,28,2016.08.10,2016.08.15,28.09001576383188
2016-08-10,train,6,Dhuri,2016-08-16,1.953758185560053,22,2016.08.10,2016.08.16,24.546166785525752
2016-08-10,train,6,Lehra,2016-08-16,0.9926364086568356,16,2016.08.10,2016.08.16,24.75326351001719
2016-08-10,train,6,Malerkotla,2016-08-16,2.50045012150492,28,2016.08.10,2016.08.16,22.529900597692247
2016-08-10,train,6,Moonak,2016-08-16,1.3789542863766353,12,2016.08.10,2016.08.16,26.99970871076387
2016-08-10,train,6,Sangrur,2016-08-16,2.2101516276597977,28,2016.08.10,2016.08.16,26.954153169933672
2016-08-10,train,6,Sunam,2016-08-16,1.6937164941004343,28,2016.08.10,2016.08.16,28.09001576383188
2016-08-10,train,7,Dhuri,2016-08-17,2.2623909169977363,22,2016.08.10,2016.08.17,24.546166785525752
2016-08-10,train,7,Lehra,2016-08-17,1.632190391421318,16,2016.08.10,2016.08.17,24.75326351001719
2016-08-10,train,7,Malerkotla,2016-08-17,2.214350943054472,28,2016.08.10,2016.08.17,22.529900597692247
2016-08-10,train,7,Moonak,2016-08-17,1.843198984861374,12,2016.08.10,2016.08.17,26.99970871076387
2016-08-10,train,7,Sangrur,2016-08-17,2.252432478325708,28,2016.08.10,2016.08.17,26.954153169933672
2016-08-10,train,7,Sunam,2016-08-17,1.8157318021569933,28,2016.08.10,2016.08.17,28.09001576383188
2016-08-08,train,1,Dhuri,2016-08-09,4.80268360267986,22,2016.08.08,2016.08.09,31.557407069957314
2016-08-08,train,1,Lehra,2016-08-09,4.264303654432297,16,2016.08.08,2016.08.09,42.01073497344883
2016-08-08,train,1,Malerkotla,2016-08-09,4.710100446428571,28,2016.08.08,2016.08.09,27.590884784023675
2016-08-08,train,1,Moonak,2016-08-09,4.004906535148621,12,2016.08.08,2016.08.09,39.42089589925071
2016-08-08,train,1,Sangrur,2016-08-09,5.942833687577929,28,2016.08.08,2016.08.09,40.171891194922
2016-08-08,train,1,Sunam,2016-08-09,5.447082936763763,28,2016.08.08,2016.08.09,43.166004400715686
2016-08-08,train,2,Dhuri,2016-08-10,3.160567245700143,22,2016.08.08,2016.08.10,31.557407069957314
2016-08-08,train,2,Lehra,2016-08-10,3.351134732365608,16,2016.08.08,2016.08.10,42.01073497344883
2016-08-08,train,2,Malerkotla,2016-08-10,3.940168457371848,28,2016.08.08,2016.08.10,27.590884784023675
2016-08-08,train,2,Moonak,2016-08-10,4.528644065062205,12,2016.08.08,2016.08.10,39.42089589925071
2016-08-08,train,2,Sangrur,2016-08-10,4.893806551183973,28,2016.08.08,2016.08.10,40.171891194922
2016-08-08,train,2,Sunam,2016-08-10,4.4221678631646295,28,2016.08.08,2016.08.10,43.166004400715686
2016-08-08,train,3,Dhuri,2016-08-11,13.176583246751266,22,2016.08.08,2016.08.11,31.557407069957314
2016-08-08,train,3,Lehra,2016-08-11,11.867235839366913,16,2016.08.08,2016.08.11,42.01073497344883
2016-08-08,train,3,Malerkotla,2016-08-11,13.63463820729937,28,2016.08.08,2016.08.11,27.590884784023675
2016-08-08,train,3,Moonak,2016-08-11,10.311514457066854,12,2016.08.08,2016.08.11,39.42089589925071
2016-08-08,train,3,Sangrur,2016-08-11,13.483200788497925,28,2016.08.08,2016.08.11,40.171891194922
2016-08-08,train,3,Sunam,2016-08-11,12.436018807547432,28,2016.08.08,2016.08.11,43.166004400715686
2016-08-08,train,4,Dhuri,2016-08-12,3.718724792653864,22,2016.08.08,2016.08.12,31.557407069957314
2016-08-08,train,4,Lehra,2016-08-12,10.911089599132538,16,2016.08.08,2016.08.12,42.01073497344883
2016-08-08,train,4,Malerkotla,2016-08-12,2.7701424275125777,28,2016.08.08,2016.08.12,27.590884784023675
2016-08-08,train,4,Moonak,2016-08-12,11.164616584777832,12,2016.08.08,2016.08.12,39.42089589925071
2016-08-08,train,4,Sangrur,2016-08-12,4.737986138888767,28,2016.08.08,2016.08.12,40.171891194922
2016-08-08,train,4,Sunam,2016-08-12,8.039270520210266,28,2016.08.08,2016.08.12,43.166004400715686
2016-08-08,train,5,Dhuri,2016-08-13,2.878432360562411,22,2016.08.08,2016.08.13,31.557407069957314
2016-08-08,train,5,Lehra,2016-08-13,1.1855372823774817,16,2016.08.08,2016.08.13,42.01073497344883
2016-08-08,train,5,Malerkotla,2016-08-13,3.92664326940264,28,2016.08.08,2016.08.13,27.590884784023675
2016-08-08,train,5,Moonak,2016-08-13,1.4194243003924687,12,2016.08.08,2016.08.13,39.42089589925071
2016-08-08,train,5,Sangrur,2016-08-13,2.0437135824135373,28,2016.08.08,2016.08.13,40.171891194922
2016-08-08,train,5,Sunam,2016-08-13,1.7032842997993742,28,2016.08.08,2016.08.13,43.166004400715686
2016-08-08,train,6,Dhuri,2016-08-14,3.4073472889986904,22,2016.08.08,2016.08.14,31.557407069957314
2016-08-08,train,6,Lehra,2016-08-14,3.6209038496017456,16,2016.08.08,2016.08.14,42.01073497344883
2016-08-08,train,6,Malerkotla,2016-08-14,3.906837957245963,28,2016.08.08,2016.08.14,27.590884784023675
2016-08-08,train,6,Moonak,2016-08-14,3.8699717919031777,12,2016.08.08,2016.08.14,39.42089589925071
2016-08-08,train,6,Sangrur,2016-08-14,2.8628004023006985,28,2016.08.08,2016.08.14,40.171891194922
2016-08-08,train,6,Sunam,2016-08-14,3.3138803158487597,28,2016.08.08,2016.08.14,43.166004400715686
2016-08-08,train,7,Dhuri,2016-08-15,2.744095054539767,22,2016.08.08,2016.08.15,31.557407069957314
2016-08-08,train,7,Lehra,2016-08-15,4.514245703816414,16,2016.08.08,2016.08.15,42.01073497344883
2016-08-08,train,7,Malerkotla,2016-08-15,2.124994205577033,28,2016.08.08,2016.08.15,27.590884784023675
2016-08-08,train,7,Moonak,2016-08-15,5.098487734794617,12,2016.08.08,2016.08.15,39.42089589925071
2016-08-08,train,7,Sangrur,2016-08-15,3.1711282304355075,28,2016.08.08,2016.08.15,40.171891194922
2016-08-08,train,7,Sunam,2016-08-15,3.862977683544159,28,2016.08.08,2016.08.15,43.166004400715686
2016-08-11,train,1,Dhuri,2016-08-12,1.327507590705698,22,2016.08.11,2016.08.12,24.26207119037374
2016-08-11,train,1,Lehra,2016-08-12,1.6245716996490955,16,2016.08.11,2016.08.12,17.53412713165681
2016-08-11,train,1,Malerkotla,2016-08-12,1.9356798827648165,28,2016.08.11,2016.08.12,22.541258292379123
2016-08-11,train,1,Moonak,2016-08-12,2.4438755909601846,12,2016.08.11,2016.08.12,17.70829705788337
2016-08-11,train,1,Sangrur,2016-08-12,2.708679288625717,28,2016.08.11,2016.08.12,24.848177012284367
2016-08-11,train,1,Sunam,2016-08-12,2.322966198836054,28,2016.08.11,2016.08.12,22.94300356426728
2016-08-11,train,2,Dhuri,2016-08-13,1.2635047029365192,22,2016.08.11,2016.08.13,24.26207119037374
2016-08-11,train,2,Lehra,2016-08-13,2.0289130806922917,16,2016.08.11,2016.08.13,17.53412713165681
2016-08-11,train,2,Malerkotla,2016-08-13,1.1426122124705995,28,2016.08.11,2016.08.13,22.541258292379123
2016-08-11,train,2,Moonak,2016-08-13,2.015578786532084,12,2016.08.11,2016.08.13,17.70829705788337
2016-08-11,train,2,Sangrur,2016-08-13,2.412777262074606,28,2016.08.11,2016.08.13,24.848177012284367
2016-08-11,train,2,Sunam,2016-08-13,2.3770671657153537,28,2016.08.11,2016.08.13,22.94300356426728
2016-08-11,train,3,Dhuri,2016-08-14,1.0040484368801117,22,2016.08.11,2016.08.14,24.26207119037374
2016-08-11,train,3,Lehra,2016-08-14,1.49488615244627,16,2016.08.11,2016.08.14,17.53412713165681
2016-08-11,train,3,Malerkotla,2016-08-14,1.2704455660922187,28,2016.08.11,2016.08.14,22.541258292379123
2016-08-11,train,3,Moonak,2016-08-14,2.104696830113729,12,2016.08.11,2016.08.14,17.70829705788337
2016-08-11,train,3,Sangrur,2016-08-14,1.7302625945636203,28,2016.08.11,2016.08.14,24.848177012284367
2016-08-11,train,3,Sunam,2016-08-14,1.6497609317302704,28,2016.08.11,2016.08.14,22.94300356426728
2016-08-11,train,4,Dhuri,2016-08-15,0.4188761169260198,22,2016.08.11,2016.08.15,24.26207119037374
2016-08-11,train,4,Lehra,2016-08-15,0.7070117462426424,16,2016.08.11,2016.08.15,17.53412713165681
2016-08-11,train,4,Malerkotla,2016-08-15,0.6065366268157959,28,2016.08.11,2016.08.15,22.541258292379123
2016-08-11,train,4,Moonak,2016-08-15,1.2313738216956456,12,2016.08.11,2016.08.15,17.70829705788337
2016-08-11,train,4,Sangrur,2016-08-15,0.900899663567543,28,2016.08.11,2016.08.15,24.848177012284367
2016-08-11,train,4,Sunam,2016-08-15,0.8201954162546566,28,2016.08.11,2016.08.15,22.94300356426728
2016-08-11,train,5,Dhuri,2016-08-16,0.3396553282033313,22,2016.08.11,2016.08.16,24.26207119037374
2016-08-11,train,5,Lehra,2016-08-16,0.3514566095545888,16,2016.08.11,2016.08.16,17.53412713165681
2016-08-11,train,5,Malerkotla,2016-08-16,0.4355131387710571,28,2016.08.11,2016.08.16,22.541258292379123
2016-08-11,train,5,Moonak,2016-08-16,0.679319920639197,12,2016.08.11,2016.08.16,17.70829705788337
2016-08-11,train,5,Sangrur,2016-08-16,0.5160616705460208,28,2016.08.11,2016.08.16,24.848177012284367
2016-08-11,train,5,Sunam,2016-08-16,0.5241678330515113,28,2016.08.11,2016.08.16,22.94300356426728
2016-08-11,train,6,Dhuri,2016-08-17,2.024856399406086,22,2016.08.11,2016.08.17,24.26207119037374
2016-08-11,train,6,Lehra,2016-08-17,2.019738331437111,16,2016.08.11,2016.08.17,17.53412713165681
2016-08-11,train,6,Malerkotla,2016-08-17,1.7879059059279303,28,2016.08.11,2016.08.17,22.541258292379123
2016-08-11,train,6,Moonak,2016-08-17,1.9049156804879503,12,2016.08.11,2016.08.17,17.70829705788337
2016-08-11,train,6,Sangrur,2016-08-17,2.5985706405980245,28,2016.08.11,2016.08.17,24.848177012284367
