phase,active,jjas,offset,block,n,mean_anom_mm,median_anom_mm,mean_pct,ci_lo_mm,ci_hi_mm,frac_days_above_normal
6,False,1,17,Moonak,66,4.305,-1.597,13.83,-3.453,12.063,0.424
6,False,1,17,Sangrur,66,8.186,-1.562,22.06,-1.538,17.909,0.439
6,False,1,17,Sunam,66,6.531,-1.658,18.72,-2.224,15.285,0.439
6,False,1,24,Dhuri,66,3.509,-2.852,28.92,-5.305,12.322,0.333
6,False,1,24,Lehra,66,5.284,-6.047,12.79,-4.197,14.765,0.303
6,False,1,24,Malerkotla,66,4.692,-1.479,35.05,-4.136,13.521,0.394
6,False,1,24,Moonak,66,6.716,-1.991,12.92,-2.469,15.902,0.364
6,False,1,24,Sangrur,66,3.551,-5.597,16.22,-5.22,12.322,0.364
6,False,1,24,Sunam,66,4.626,-6.057,12.66,-4.77,14.023,0.318
6,True,0,3,Dhuri,195,-0.282,-1.599,-5.44,-1.203,0.64,0.262
6,True,0,3,Lehra,195,0.134,-1.513,4.51,-0.788,1.055,0.303
6,True,0,3,Malerkotla,195,-0.527,-1.482,-7.51,-1.479,0.425,0.277
6,True,0,3,Moonak,195,0.174,-1.583,3.7,-0.784,1.132,0.297
6,True,0,3,Sangrur,195,-0.085,-1.618,0.94,-1.053,0.883,0.267
6,True,0,3,Sunam,195,-0.017,-1.564,2.96,-0.923,0.89,0.282
6,True,0,10,Dhuri,195,0.057,-1.325,22.28,-0.773,0.886,0.318
6,True,0,10,Lehra,195,0.947,-0.888,35.98,0.021,1.872,0.374
6,True,0,10,Malerkotla,195,0.106,-1.324,23.81,-0.834,1.047,0.318
6,True,0,10,Moonak,195,1.574,-0.999,49.72,0.499,2.648,0.379
6,True,0,10,Sangrur,195,0.121,-1.614,17.87,-0.757,0.999,0.328
6,True,0,10,Sunam,195,0.395,-1.27,21.99,-0.475,1.266,0.359
6,True,0,17,Dhuri,195,0.661,-0.739,15.29,-0.316,1.638,0.379
6,True,0,17,Lehra,195,1.129,-0.618,29.96,0.101,2.157,0.395
6,True,0,17,Malerkotla,195,1.109,-0.74,23.6,-0.032,2.251,0.421
6,True,0,17,Moonak,195,1.118,-0.962,33.04,0.052,2.184,0.41
6,True,0,17,Sangrur,195,0.775,-0.761,20.58,-0.214,1.763,0.395
6,True,0,17,Sunam,195,0.88,-0.545,23.88,-0.092,1.852,0.421
6,True,0,24,Dhuri,195,-0.21,-2.127,-12.16,-1.376,0.955,0.267
6,True,0,24,Lehra,195,-0.593,-2.225,-22.47,-1.466,0.28,0.241
6,True,0,24,Malerkotla,195,0.103,-2.259,-4.91,-1.299,1.505,0.282
6,True,0,24,Moonak,195,-0.53,-2.406,-17.93,-1.437,0.377,0.251
6,True,0,24,Sangrur,195,-0.466,-2.122,-14.1,-1.549,0.617,0.231
6,True,0,24,Sunam,195,-0.556,-2.252,-18.03,-1.533,0.422,0.231
6,True,1,3,Dhuri,80,0.275,0.054,-1.92,-4.616,5.166,0.5
6,True,1,3,Lehra,80,0.644,-0.106,3.17,-4.418,5.705,0.5
6,True,1,3,Malerkotla,80,-0.698,0.228,-3.7,-4.922,3.526,0.525
6,True,1,3,Moonak,80,-1.523,-1.942,-3.38,-6.219,3.173,0.475
6,True,1,3,Sangrur,80,1.408,-0.626,1.77,-4.232,7.048,0.487
6,True,1,3,Sunam,80,1.191,1.017,3.0,-4.237,6.618,0.525
6,True,1,10,Dhuri,80,-9.549,-12.511,-29.67,-13.655,-5.442,0.325
6,True,1,10,Lehra,80,-8.947,-8.243,-27.68,-12.535,-5.359,0.312
6,True,1,10,Malerkotla,80,-8.684,-11.204,-27.64,-12.532,-4.837,0.325
6,True,1,10,Moonak,80,-9.426,-9.827,-28.83,-13.159,-5.694,0.287
6,True,1,10,Sangrur,80,-8.725,-13.543,-25.33,-13.479,-3.971,0.338
6,True,1,10,Sunam,80,-8.585,-8.538,-25.52,-12.691,-4.48,0.338
6,True,1,17,Dhuri,80,-8.906,-14.411,-21.09,-15.771,-2.041,0.325
6,True,1,17,Lehra,80,-9.434,-14.289,-21.72,-15.649,-3.22,0.338
6,True,1,17,Malerkotla,80,-6.919,-11.125,-17.66,-13.836,-0.002,0.362
6,True,1,17,Moonak,80,-8.469,-14.457,-21.98,-14.708,-2.229,0.35
6,True,1,17,Sangrur,80,-9.072,-14.891,-20.62,-16.234,-1.909,0.338
6,True,1,17,Sunam,80,-9.822,-11.789,-21.92,-16.457,-3.187,0.338
6,True,1,24,Dhuri,80,-8.76,-5.085,-24.1,-14.995,-2.525,0.375
6,True,1,24,Lehra,80,-12.423,-12.333,-35.69,-17.494,-7.351,0.3
6,True,1,24,Malerkotla,80,-7.774,-3.292,-21.18,-14.057,-1.49,0.388
6,True,1,24,Moonak,80,-11.017,-10.864,-33.25,-15.978,-6.056,0.287
6,True,1,24,Sangrur,80,-8.274,-1.378,-23.72,-14.552,-1.997,0.425
6,True,1,24,Sunam,80,-10.317,-5.38,-29.29,-15.904,-4.731,0.338
7,False,0,3,Dhuri,108,0.559,-1.753,-5.73,-1.042,2.16,0.296
7,False,0,3,Lehra,108,0.294,-0.871,-1.37,-0.703,1.291,0.352
7,False,0,3,Malerkotla,108,0.686,-1.903,-9.73,-1.221,2.593,0.278
7,False,0,3,Moonak,108,0.377,-1.164,3.0,-0.671,1.425,0.361
7,False,0,3,Sangrur,108,0.358,-1.359,-4.63,-1.014,1.73,0.306
7,False,0,3,Sunam,108,0.434,-1.195,-0.88,-0.801,1.67,0.352
7,False,0,10,Dhuri,108,0.169,-2.893,46.5,-1.395,1.733,0.241
7,False,0,10,Lehra,108,-0.109,-2.474,7.38,-1.433,1.215,0.231
7,False,0,10,Malerkotla,108,0.129,-2.913,44.16,-1.645,1.904,0.241
7,False,0,10,Moonak,108,-0.058,-2.216,1.57,-1.376,1.26,0.296
7,False,0,10,Sangrur,108,0.417,-2.59,26.93,-1.23,2.064,0.259
7,False,0,10,Sunam,108,0.133,-2.698,14.93,-1.356,1.622,0.278
7,False,0,17,Dhuri,108,-1.436,-3.589,-37.89,-2.869,-0.003,0.148
7,False,0,17,Lehra,108,-1.579,-2.976,-50.04,-2.706,-0.452,0.102
7,False,0,17,Malerkotla,108,-1.854,-4.242,-39.67,-3.305,-0.403,0.139
7,False,0,17,Moonak,108,-1.67,-2.984,-47.95,-2.716,-0.624,0.157
7,False,0,17,Sangrur,108,-1.487,-3.334,-41.66,-2.86,-0.114,0.083
7,False,0,17,Sunam,108,-1.645,-3.464,-46.17,-2.832,-0.458,0.102
7,False,0,24,Dhuri,108,-1.691,-3.433,-42.75,-3.044,-0.337,0.167
7,False,0,24,Lehra,108,-1.409,-3.136,-42.88,-2.671,-0.146,0.167
7,False,0,24,Malerkotla,108,-1.923,-3.787,-41.78,-3.408,-0.439,0.185
7,False,0,24,Moonak,108,-1.3,-3.196,-39.11,-2.652,0.051,0.148
7,False,0,24,Sangrur,108,-1.573,-3.164,-41.78,-2.961,-0.186,0.176
7,False,0,24,Sunam,108,-1.505,-2.934,-42.01,-2.82,-0.19,0.176
7,False,1,3,Dhuri,60,-3.688,-10.73,-22.02,-12.255,4.878,0.3
7,False,1,3,Lehra,60,-3.153,-8.125,-23.83,-12.007,5.7,0.267
7,False,1,3,Malerkotla,60,-4.644,-8.907,-23.59,-12.273,2.985,0.283
7,False,1,3,Moonak,60,-3.796,-8.083,-27.21,-12.616,5.023,0.283
7,False,1,3,Sangrur,60,-3.846,-9.412,-24.09,-12.291,4.599,0.283
7,False,1,3,Sunam,60,-2.742,-8.574,-23.62,-11.662,6.179,0.283
7,False,1,10,Dhuri,60,-1.738,-3.09,-6.88,-10.165,6.689,0.3
7,False,1,10,Lehra,60,-3.714,-9.831,-10.98,-11.8,4.371,0.267
7,False,1,10,Malerkotla,60,-2.81,-3.747,-10.27,-10.573,4.952,0.317
7,False,1,10,Moonak,60,-4.197,-8.034,-14.14,-11.706,3.312,0.283
7,False,1,10,Sangrur,60,-1.272,-6.05,-5.39,-10.551,8.007,0.267
7,False,1,10,Sunam,60,-2.755,-10.057,-8.94,-11.286,5.776,0.267
7,False,1,17,Dhuri,60,-3.528,-3.213,-2.82,-11.108,4.053,0.3
7,False,1,17,Lehra,60,-2.721,-7.518,-5.0,-10.973,5.532,0.283
7,False,1,17,Malerkotla,60,-1.316,-2.489,0.88,-8.814,6.183,0.333
7,False,1,17,Moonak,60,-1.622,-3.631,-0.6,-9.498,6.253,0.35
7,False,1,17,Sangrur,60,-3.03,-5.472,-2.98,-11.106,5.045,0.317
7,False,1,17,Sunam,60,-2.553,-7.131,-3.31,-10.799,5.692,0.283
7,False,1,24,Dhuri,60,1.237,-1.883,9.03,-8.296,10.77,0.367
7,False,1,24,Lehra,60,4.295,-4.533,3.95,-6.887,15.477,0.283
7,False,1,24,Malerkotla,60,-0.459,-1.315,4.5,-8.959,8.042,0.367
7,False,1,24,Moonak,60,6.849,-1.995,6.71,-4.004,17.702,0.35
7,False,1,24,Sangrur,60,1.674,-1.639,0.89,-8.016,11.364,0.367
7,False,1,24,Sunam,60,3.794,-2.936,2.16,-7.001,14.59,0.283
7,True,0,3,Dhuri,222,0.511,-0.982,14.27,-0.448,1.469,0.333
7,True,0,3,Lehra,222,0.528,-1.031,15.86,-0.368,1.423,0.315
7,True,0,3,Malerkotla,222,0.625,-0.828,13.75,-0.469,1.718,0.356
7,True,0,3,Moonak,222,0.675,-0.82,16.33,-0.266,1.616,0.329
7,True,0,3,Sangrur,222,0.396,-1.442,12.3,-0.553,1.346,0.342
7,True,0,3,Sunam,222,0.415,-1.293,12.9,-0.501,1.33,0.333
7,True,0,10,Dhuri,222,0.933,-0.876,39.56,-0.033,1.898,0.41
7,True,0,10,Lehra,222,1.333,-1.041,52.76,0.313,2.352,0.378
7,True,0,10,Malerkotla,222,1.443,-0.939,47.13,0.305,2.581,0.387
7,True,0,10,Moonak,222,1.576,-1.059,54.83,0.528,2.624,0.396
7,True,0,10,Sangrur,222,1.128,-1.247,42.14,0.105,2.151,0.401
7,True,0,10,Sunam,222,1.092,-0.89,44.71,0.089,2.095,0.405
7,True,0,17,Dhuri,222,1.052,-1.945,16.52,-0.075,2.178,0.36
7,True,0,17,Lehra,222,1.137,-1.75,15.37,0.014,2.26,0.315
7,True,0,17,Malerkotla,222,1.468,-1.912,23.09,0.148,2.788,0.378
7,True,0,17,Moonak,222,1.103,-1.892,17.24,-0.035,2.24,0.32
7,True,0,17,Sangrur,222,1.041,-1.957,14.22,-0.123,2.205,0.302
7,True,0,17,Sunam,222,1.036,-1.821,14.03,-0.104,2.176,0.306
7,True,0,24,Dhuri,222,0.363,-2.711,-6.19,-0.696,1.422,0.288
7,True,0,24,Lehra,222,0.009,-2.568,-16.25,-0.927,0.945,0.248
7,True,0,24,Malerkotla,222,0.6,-2.844,-5.46,-0.692,1.892,0.297
7,True,0,24,Moonak,222,-0.223,-2.364,-19.01,-1.142,0.696,0.23
7,True,0,24,Sangrur,222,0.167,-2.796,-9.59,-0.9,1.235,0.261
7,True,0,24,Sunam,222,0.184,-2.622,-12.75,-0.869,1.237,0.234
7,True,1,3,Dhuri,33,-0.975,-9.849,-13.31,-7.719,5.768,0.424
7,True,1,3,Lehra,33,-1.384,1.086,-15.05,-6.729,3.961,0.545
7,True,1,3,Malerkotla,33,1.045,-6.637,-9.24,-6.124,8.213,0.424
7,True,1,3,Moonak,33,0.957,0.336,-6.78,-5.347,7.262,0.545
7,True,1,3,Sangrur,33,-1.951,-10.975,-14.46,-9.42,5.518,0.455
7,True,1,3,Sunam,33,-1.921,-3.243,-14.78,-8.086,4.243,0.485
7,True,1,10,Dhuri,33,-10.363,-20.302,-27.83,-20.309,-0.417,0.303
7,True,1,10,Lehra,33,-13.094,-17.819,-35.53,-21.119,-5.068,0.333
7,True,1,10,Malerkotla,33,-8.406,-20.304,-24.12,-18.268,1.457,0.333
7,True,1,10,Moonak,33,-14.996,-17.658,-42.3,-22.463,-7.529,0.303
7,True,1,10,Sangrur,33,-13.4,-21.383,-32.53,-23.855,-2.945,0.303
7,True,1,10,Sunam,33,-13.912,-19.628,-34.71,-23.091,-4.734,0.303
7,True,1,17,Dhuri,33,-24.026,-27.829,-59.3,-30.266,-17.786,0.091
7,True,1,17,Lehra,33,-21.121,-26.135,-57.92,-28.159,-14.084,0.121
7,True,1,17,Malerkotla,33,-24.033,-28.362,-59.96,-29.902,-18.163,0.061
7,True,1,17,Moonak,33,-20.437,-24.317,-57.19,-27.38,-13.494,0.061
7,True,1,17,Sangrur,33,-24.076,-30.18,-56.99,-31.303,-16.848,0.152
7,True,1,17,Sunam,33,-22.628,-28.226,-57.27,-30.001,-15.255,0.091
7,True,1,24,Dhuri,33,-10.235,-11.544,-28.38,-18.711,-1.758,0.273
7,True,1,24,Lehra,33,-4.544,0.092,-14.01,-14.204,5.115,0.515
7,True,1,24,Malerkotla,33,-12.319,-16.478,-33.67,-20.293,-4.346,0.212
7,True,1,24,Moonak,33,-3.087,-0.609,-10.62,-13.234,7.06,0.485
7,True,1,24,Sangrur,33,-6.722,-5.082,-18.55,-16.055,2.61,0.364
7,True,1,24,Sunam,33,-4.278,-0.863,-13.35,-13.957,5.402,0.455
8,False,0,3,Dhuri,118,0.439,-1.221,30.98,-0.662,1.54,0.339
8,False,0,3,Lehra,118,0.142,-1.119,7.56,-0.702,0.986,0.322
8,False,0,3,Malerkotla,118,0.341,-1.49,21.56,-0.91,1.592,0.237
8,False,0,3,Moonak,118,-0.125,-0.79,-6.4,-0.916,0.666,0.347
8,False,0,3,Sangrur,118,0.236,-1.144,12.07,-0.732,1.203,0.347
8,False,0,3,Sunam,118,0.205,-1.019,9.49,-0.686,1.097,0.39
8,False,0,10,Dhuri,118,1.763,-1.847,28.66,0.004,3.523,0.331
8,False,0,10,Lehra,118,0.358,-2.105,-3.19,-1.063,1.779,0.263
8,False,0,10,Malerkotla,118,2.202,-1.426,32.65,0.199,4.206,0.339
8,False,0,10,Moonak,118,0.382,-1.898,-7.89,-1.153,1.917,0.246
8,False,0,10,Sangrur,118,1.395,-1.835,18.81,-0.348,3.138,0.297
8,False,0,10,Sunam,118,0.969,-2.075,10.66,-0.647,2.585,0.271
8,False,0,17,Dhuri,118,0.686,-3.765,13.39,-2.062,3.434,0.195
8,False,0,17,Lehra,118,0.037,-2.718,-18.79,-2.037,2.11,0.144
8,False,0,17,Malerkotla,118,0.802,-4.304,14.25,-2.329,3.933,0.195
8,False,0,17,Moonak,118,0.52,-2.749,-13.58,-1.939,2.979,0.203
8,False,0,17,Sangrur,118,0.894,-3.269,-1.83,-2.019,3.807,0.178
8,False,0,17,Sunam,118,0.409,-3.235,-13.07,-2.053,2.871,0.178
8,False,0,24,Dhuri,118,-2.146,-3.608,-44.93,-3.5,-0.792,0.195
8,False,0,24,Lehra,118,-2.427,-3.339,-54.13,-3.499,-1.356,0.153
8,False,0,24,Malerkotla,118,-2.275,-4.219,-42.99,-3.79,-0.761,0.195
8,False,0,24,Moonak,118,-2.521,-3.384,-53.92,-3.524,-1.518,0.169
8,False,0,24,Sangrur,118,-2.227,-3.451,-47.91,-3.675,-0.779,0.153
8,False,0,24,Sunam,118,-2.431,-3.557,-52.08,-3.641,-1.221,0.153
8,False,1,3,Dhuri,65,-8.126,-17.175,-27.14,-16.404,0.153,0.246
8,False,1,3,Lehra,65,-5.459,-11.107,-20.98,-14.421,3.504,0.246
8,False,1,3,Malerkotla,65,-7.323,-13.393,-25.97,-14.912,0.267,0.262
8,False,1,3,Moonak,65,-5.36,-13.772,-24.34,-14.312,3.592,0.262
8,False,1,3,Sangrur,65,-8.417,-14.393,-27.53,-16.75,-0.085,0.262
8,False,1,3,Sunam,65,-5.772,-13.729,-23.23,-14.823,3.279,0.262
8,False,1,10,Dhuri,65,2.078,-4.414,9.86,-7.997,12.153,0.431
8,False,1,10,Lehra,65,3.706,-3.75,7.29,-7.275,14.687,0.4
8,False,1,10,Malerkotla,65,0.53,-5.687,4.43,-8.584,9.645,0.369
8,False,1,10,Moonak,65,3.577,-3.69,4.98,-7.063,14.217,0.385
8,False,1,10,Sangrur,65,1.974,-3.856,7.09,-8.213,12.162,0.446
8,False,1,10,Sunam,65,2.94,-4.4,6.55,-7.626,13.506,0.431
8,False,1,17,Dhuri,65,-1.758,-6.532,-2.27,-10.866,7.35,0.354
8,False,1,17,Lehra,65,-2.981,-3.454,-2.77,-12.13,6.168,0.338
8,False,1,17,Malerkotla,65,-2.354,-7.197,-5.88,-11.044,6.336,0.354
8,False,1,17,Moonak,65,-4.12,-3.841,-8.66,-12.715,4.476,0.308
8,False,1,17,Sangrur,65,-1.558,-4.394,1.89,-10.936,7.821,0.369
8,False,1,17,Sunam,65,-2.285,-5.144,1.41,-11.489,6.918,0.354
8,False,1,24,Dhuri,65,-6.737,-9.331,44.72,-12.936,-0.537,0.338
8,False,1,24,Lehra,65,-5.661,-4.233,12.04,-11.623,0.301,0.323
8,False,1,24,Malerkotla,65,-7.345,-10.499,33.16,-13.5,-1.189,0.308
8,False,1,24,Moonak,65,-5.719,-4.615,1.66,-11.373,-0.065,0.323
8,False,1,24,Sangrur,65,-6.429,-9.204,24.66,-12.474,-0.384,0.338
8,False,1,24,Sunam,65,-5.535,-6.508,17.4,-11.49,0.421,0.338
8,True,0,3,Dhuri,182,0.838,-1.064,25.74,-0.167,1.843,0.39
8,True,0,3,Lehra,182,1.384,-0.842,35.72,0.245,2.524,0.335
8,True,0,3,Malerkotla,182,1.41,-0.969,33.43,0.249,2.571,0.396
8,True,0,3,Moonak,182,1.841,-0.918,45.31,0.641,3.041,0.368
8,True,0,3,Sangrur,182,0.917,-1.146,27.15,-0.145,1.98,0.368
8,True,0,3,Sunam,182,1.024,-0.884,29.33,-0.055,2.103,0.374
8,True,0,10,Dhuri,182,1.897,-0.989,42.48,0.697,3.096,0.374
8,True,0,10,Lehra,182,1.68,-1.437,48.21,0.45,2.909,0.313
8,True,0,10,Malerkotla,182,2.418,-1.024,47.24,1.029,3.806,0.396
8,True,0,10,Moonak,182,1.548,-1.497,48.47,0.284,2.812,0.346
8,True,0,10,Sangrur,182,1.79,-1.372,41.23,0.579,3.0,0.357
8,True,0,10,Sunam,182,1.543,-1.44,42.71,0.368,2.718,0.341
8,True,0,17,Dhuri,182,-0.157,-2.495,-9.75,-1.401,1.087,0.187
8,True,0,17,Lehra,182,-0.956,-1.998,-35.82,-1.73,-0.182,0.165
8,True,0,17,Malerkotla,182,-0.249,-2.629,-11.67,-1.749,1.25,0.176
8,True,0,17,Moonak,182,-1.468,-2.136,-45.04,-2.221,-0.715,0.126
8,True,0,17,Sangrur,182,-0.457,-2.3,-22.11,-1.563,0.648,0.17
8,True,0,17,Sunam,182,-0.638,-2.134,-29.08,-1.609,0.333,0.154
8,True,0,24,Dhuri,182,-1.041,-2.572,4.11,-1.981,-0.101,0.258
8,True,0,24,Lehra,182,-0.973,-1.959,9.66,-1.835,-0.112,0.291
8,True,0,24,Malerkotla,182,-1.325,-2.813,2.73,-2.384,-0.265,0.253
8,True,0,24,Moonak,182,-1.002,-1.844,13.02,-1.891,-0.112,0.33
8,True,0,24,Sangrur,182,-1.094,-2.295,-1.15,-1.955,-0.232,0.297
8,True,0,24,Sunam,182,-0.859,-2.127,4.98,-1.704,-0.014,0.33
8,True,1,3,Dhuri,43,-8.085,-13.92,-33.31,-14.001,-2.169,0.209
8,True,1,3,Lehra,43,-12.05,-12.063,-45.86,-16.331,-7.769,0.163
8,True,1,3,Malerkotla,43,-6.966,-9.917,-31.04,-13.171,-0.762,0.233
8,True,1,3,Moonak,43,-12.201,-9.531,-50.85,-15.686,-8.716,0.14
8,True,1,3,Sangrur,43,-10.384,-11.789,-39.51,-15.716,-5.052,0.186
8,True,1,3,Sunam,43,-11.646,-13.007,-45.84,-16.46,-6.832,0.14
8,True,1,10,Dhuri,43,7.289,-0.078,31.74,-2.931,17.509,0.488
8,True,1,10,Lehra,43,11.764,0.382,43.52,-1.604,25.132,0.535
8,True,1,10,Malerkotla,43,8.319,0.055,39.08,-1.596,18.235,0.512
8,True,1,10,Moonak,43,10.964,0.059,51.13,-1.293,23.221,0.512
8,True,1,10,Sangrur,43,11.407,0.207,46.65,-1.764,24.578,0.512
8,True,1,10,Sunam,43,10.803,-0.012,44.84,-2.196,23.802,0.488
8,True,1,17,Dhuri,43,-0.697,-1.511,-13.51,-7.276,5.882,0.326
8,True,1,17,Lehra,43,1.458,-1.972,-3.83,-6.657,9.573,0.349
8,True,1,17,Malerkotla,43,-1.711,-1.397,-16.04,-8.225,4.803,0.326
8,True,1,17,Moonak,43,1.154,-1.794,-3.81,-5.958,8.265,0.349
8,True,1,17,Sangrur,43,1.712,-1.788,-4.2,-6.381,9.805,0.302
8,True,1,17,Sunam,43,1.945,-1.885,-1.5,-5.939,9.829,0.372
8,True,1,24,Dhuri,43,-4.522,-1.711,-45.41,-8.281,-0.762,0.116
8,True,1,24,Lehra,43,-3.202,-1.829,-34.19,-7.059,0.655,0.209
8,True,1,24,Malerkotla,43,-4.919,-1.566,-46.04,-8.384,-1.455,0.163
8,True,1,24,Moonak,43,-2.491,-1.794,-38.1,-7.388,2.406,0.209
8,True,1,24,Sangrur,43,-3.044,-1.722,-38.5,-7.264,1.176,0.209
8,True,1,24,Sunam,43,-2.438,-1.672,-33.92,-6.926,2.051,0.209
