issue,offset,block,phase,amp,active,jjas,anom_mm,expected_mm,pct
2018-04-07,3,Dhuri,8,2.6096163,True,0,-2.069520126206946,6.2013,-33.37235944409956
2018-04-07,3,Lehra,8,2.6096163,True,0,-2.60181876652472,5.897600000000001,-44.116568884371944
2018-04-07,3,Malerkotla,8,2.6096163,True,0,-1.4578021420307037,7.322699999999999,-19.90798669931451
2018-04-07,3,Moonak,8,2.6096163,True,0,-3.1474083663305983,6.1973,-50.78676788812221
2018-04-07,3,Sangrur,8,2.6096163,True,0,-3.011449130793236,5.964899999999999,-50.48616289951611
2018-04-07,3,Sunam,8,2.6096163,True,0,-1.307189566674741,6.1377,-21.29771032593221
2018-04-08,3,Dhuri,1,2.7347944,True,0,-5.587542675400197,6.1096,-91.45513086618104
2018-04-08,3,Lehra,1,2.7347944,True,0,-5.7863999999999995,5.7863999999999995,-100.0
2018-04-08,3,Malerkotla,1,2.7347944,True,0,-5.72511849862521,7.252999999999999,-78.93448915793755
2018-04-08,3,Moonak,1,2.7347944,True,0,-5.952860991657891,6.1482,-96.82282605734834
2018-04-08,3,Sangrur,1,2.7347944,True,0,-5.726386065430786,5.8156,-98.4659547670195
2018-04-08,3,Sunam,1,2.7347944,True,0,-6.030828657963872,6.0323,-99.97560893794856
2018-04-09,3,Dhuri,1,2.5727739,True,0,-5.854704546315699,5.8882,-99.43114273149179
2018-04-09,3,Lehra,1,2.5727739,True,0,-5.5385,5.5385,-100.0
2018-04-09,3,Malerkotla,1,2.5727739,True,0,-6.9936423243690955,7.0565999999999995,-99.10781855807465
2018-04-09,3,Moonak,1,2.5727739,True,0,-5.934766019752977,5.959099999999999,-99.59165007724282
2018-04-09,3,Sangrur,1,2.5727739,True,0,-5.5265432951041795,5.537000000000001,-99.81114854802561
2018-04-09,3,Sunam,1,2.5727739,True,0,-5.772494759809521,5.772700000000001,-99.99644464132069
2018-04-10,3,Dhuri,1,2.2201633,True,0,-5.646009904598908,5.6753,-99.48390225360612
2018-04-10,3,Lehra,1,2.2201633,True,0,-5.3643,5.3643,-100.00000000000001
2018-04-10,3,Malerkotla,1,2.2201633,True,0,-6.740631975672631,6.7921,-99.24223694693293
2018-04-10,3,Moonak,1,2.2201633,True,0,-5.7943640697575445,5.8148,-99.64855317048816
2018-04-10,3,Sangrur,1,2.2201633,True,0,-5.3081817576136165,5.3184000000000005,-99.80786999123075
2018-04-10,3,Sunam,1,2.2201633,True,0,-5.560118486908494,5.560300000000001,-99.99673555219131
2018-04-11,3,Dhuri,1,1.9112363,True,0,-5.468309904598908,5.4976,-99.46722032521296
2018-04-11,3,Lehra,1,1.9112363,True,0,-5.2449,5.2449,-100.0
2018-04-11,3,Malerkotla,1,1.9112363,True,0,-6.510331975672631,6.5618,-99.21564167869536
2018-04-11,3,Moonak,1,1.9112363,True,0,-5.685264069757545,5.7057,-99.64183307495216
2018-04-11,3,Sangrur,1,1.9112363,True,0,-5.135281757613616,5.1455,-99.80141400473454
2018-04-11,3,Sunam,1,1.9112363,True,0,-5.408818486908494,5.409000000000001,-99.99664423938793
2018-04-12,3,Dhuri,2,1.891415,True,0,-5.389974325436592,5.390000000000001,-99.99952366301655
2018-04-12,3,Lehra,2,1.891415,True,0,-5.1080000000000005,5.1080000000000005,-100.0
2018-04-12,3,Malerkotla,2,1.891415,True,0,-6.42005788854983,6.4201,-99.99934406862558
2018-04-12,3,Moonak,2,1.891415,True,0,-5.56055998194147,5.560600000000001,-99.99928032840826
2018-04-12,3,Sangrur,2,1.891415,True,0,-5.0133,5.0133,-100.0
2018-04-12,3,Sunam,2,1.891415,True,0,-5.2706,5.2706,-99.99999999999999
2018-04-13,3,Dhuri,2,1.955492,True,0,-5.2892,5.2892,-99.99999999999999
2018-04-13,3,Lehra,2,1.955492,True,0,-4.952000000000001,4.952000000000001,-100.0
2018-04-13,3,Malerkotla,2,1.955492,True,0,-6.2938,6.2938,-100.0
2018-04-13,3,Moonak,2,1.955492,True,0,-5.3879,5.3879,-99.99999999999999
2018-04-13,3,Sangrur,2,1.955492,True,0,-4.881399999999999,4.881399999999999,-100.0
2018-04-13,3,Sunam,2,1.955492,True,0,-5.1248000000000005,5.1248000000000005,-100.0
2018-04-14,3,Dhuri,2,2.0641031,True,0,-5.199400000000001,5.199400000000001,-100.0
2018-04-14,3,Lehra,2,2.0641031,True,0,-4.798500000000001,4.798500000000001,-100.0
2018-04-14,3,Malerkotla,2,2.0641031,True,0,-6.161099999999999,6.161099999999999,-100.0
2018-04-14,3,Moonak,2,2.0641031,True,0,-5.209200000000001,5.209200000000001,-100.0
2018-04-14,3,Sangrur,2,2.0641031,True,0,-4.776300000000001,4.776300000000001,-100.0
2018-04-14,3,Sunam,2,2.0641031,True,0,-4.9914,4.9914,-100.0
2018-04-15,3,Dhuri,2,1.903914,True,0,-4.9271,4.9271,-100.0
2018-04-15,3,Lehra,2,1.903914,True,0,-4.5226,4.5226,-100.0
2018-04-15,3,Malerkotla,2,1.903914,True,0,-5.8343,5.8343,-100.0
2018-04-15,3,Moonak,2,1.903914,True,0,-4.926800000000001,4.926800000000001,-100.0
2018-04-15,3,Sangrur,2,1.903914,True,0,-4.5,4.5,-100.0
2018-04-15,3,Sunam,2,1.903914,True,0,-4.7133,4.7133,-100.0
2018-04-16,3,Dhuri,3,1.8634062,True,0,-4.5873,4.5873,-100.0
2018-04-16,3,Lehra,3,1.8634062,True,0,-4.0985,4.0985,-100.0
2018-04-16,3,Malerkotla,3,1.8634062,True,0,-5.434899999999999,5.434899999999999,-100.0
2018-04-16,3,Moonak,3,1.8634062,True,0,-4.447299999999999,4.447299999999999,-100.0
2018-04-16,3,Sangrur,3,1.8634062,True,0,-4.1424,4.1424,-100.0
2018-04-16,3,Sunam,3,1.8634062,True,0,-4.312,4.312,-100.0
2018-04-17,3,Dhuri,3,1.5506432,True,0,-4.1948,4.1948,-100.0
2018-04-17,3,Lehra,3,1.5506432,True,0,-3.6556,3.6556,-100.0
2018-04-17,3,Malerkotla,3,1.5506432,True,0,-5.007299999999999,5.007299999999999,-100.0
2018-04-17,3,Moonak,3,1.5506432,True,0,-3.9315,3.9315,-100.0
2018-04-17,3,Sangrur,3,1.5506432,True,0,-3.7266000000000004,3.7266000000000004,-100.0
2018-04-17,3,Sunam,3,1.5506432,True,0,-3.8681,3.8681,-100.0
2018-04-18,3,Dhuri,3,1.2890946,True,0,-3.708,3.708,-100.0
2018-04-18,3,Lehra,3,1.2890946,True,0,-3.1656,3.1656,-100.0
2018-04-18,3,Malerkotla,3,1.2890946,True,0,-4.4377,4.4377,-100.0
2018-04-18,3,Moonak,3,1.2890946,True,0,-3.3449000000000004,3.3449000000000004,-100.0
2018-04-18,3,Sangrur,3,1.2890946,True,0,-3.2508,3.2508,-100.0
2018-04-18,3,Sunam,3,1.2890946,True,0,-3.3655,3.3655,-100.0
2018-04-19,3,Dhuri,3,0.95893747,False,0,-3.1867,3.1867,-100.0
2018-04-19,3,Lehra,3,0.95893747,False,0,-2.7391,2.7391,-100.0
2018-04-19,3,Malerkotla,3,0.95893747,False,0,-3.8125,3.8125,-100.0
2018-04-19,3,Moonak,3,0.95893747,False,0,-2.8407000000000004,2.8407000000000004,-100.0
2018-04-19,3,Sangrur,3,0.95893747,False,0,-2.7828,2.7828,-99.99999999999999
2018-04-19,3,Sunam,3,0.95893747,False,0,-2.9031000000000002,2.9031000000000002,-99.99999999999999
2018-04-20,3,Dhuri,3,0.82142156,False,0,-2.726,2.726,-100.00000000000001
2018-04-20,3,Lehra,3,0.82142156,False,0,-2.364,2.364,-100.0
2018-04-20,3,Malerkotla,3,0.82142156,False,0,-3.2683,3.2683,-100.0
2018-04-20,3,Moonak,3,0.82142156,False,0,-2.4056,2.4056,-100.0
2018-04-20,3,Sangrur,3,0.82142156,False,0,-2.3653,2.3653,-100.0
2018-04-20,3,Sunam,3,0.82142156,False,0,-2.4934,2.4934,-100.0
2018-04-21,3,Dhuri,3,0.56085253,False,0,-2.2982,2.2982,-100.0
2018-04-21,3,Lehra,3,0.56085253,False,0,-2.0309,2.0309,-100.0
2018-04-21,3,Malerkotla,3,0.56085253,False,0,-2.8076000000000003,2.8076000000000003,-100.0
2018-04-21,3,Moonak,3,0.56085253,False,0,-2.0181,2.0181,-100.0
2018-04-21,3,Sangrur,3,0.56085253,False,0,-1.9547999999999999,1.9547999999999999,-100.0
2018-04-21,3,Sunam,3,0.56085253,False,0,-2.1121,2.1121,-100.0
2018-04-22,3,Dhuri,3,0.37842813,False,0,-1.72523645345084,2.1266,-81.126514316319
2018-04-22,3,Lehra,3,0.37842813,False,0,-0.7902008726354379,1.9282000000000001,-40.98127127037848
2018-04-22,3,Malerkotla,3,0.37842813,False,0,-2.0600934048546033,2.617,-78.71965628026761
