issue,offset,block,phase,amp,active,jjas,anom_mm,expected_mm,pct
2012-12-14,17,Sunam,1,1.6088895,True,0,-0.2263842303309569,0.8796999999999999,-25.734253760481632
2012-12-15,17,Dhuri,1,1.6241157,True,0,0.518734467611242,1.0818999999999999,47.946618690381925
2012-12-15,17,Lehra,1,1.6241157,True,0,-0.6797152931344069,0.7877999999999998,-86.2801844547356
2012-12-15,17,Malerkotla,1,1.6241157,True,0,1.4321806427200543,1.7547000000000001,81.61968671112179
2012-12-15,17,Moonak,1,1.6241157,True,0,-0.9527735924586818,1.2477,-76.36239420202627
2012-12-15,17,Sangrur,1,1.6241157,True,0,-0.3391398469428646,1.3968999999999998,-24.278033283904687
2012-12-15,17,Sunam,1,1.6241157,True,0,-0.3442340524129629,0.8346,-41.24539329175208
2012-12-16,17,Dhuri,1,1.5466571,True,0,-0.3327685961279999,1.033,-32.21380407821877
2012-12-16,17,Lehra,1,1.5466571,True,0,-0.7110796046263719,0.7589,-93.69872244384922
2012-12-16,17,Malerkotla,1,1.5466571,True,0,-0.9582952956710813,1.6198000000000001,-59.161334465432844
2012-12-16,17,Moonak,1,1.5466571,True,0,-1.141166560365369,1.1642000000000001,-98.02152210662848
2012-12-16,17,Sangrur,1,1.5466571,True,0,-0.6127111086091946,1.3193000000000001,-46.442136633759915
2012-12-16,17,Sunam,1,1.5466571,True,0,-0.5041497450588655,0.7861,-64.13302952027293
2012-12-17,17,Dhuri,1,1.401184,True,0,-0.27716859612799993,0.9773999999999999,-28.35774464170247
2012-12-17,17,Lehra,1,1.401184,True,0,-0.6919796046263718,0.7398,-93.53603739204807
2012-12-17,17,Malerkotla,1,1.401184,True,0,-0.8471250197886799,1.4593999999999998,-58.04611619766205
2012-12-17,17,Moonak,1,1.401184,True,0,-1.0678770404207854,1.0902,-97.95239776378511
2012-12-17,17,Sangrur,1,1.401184,True,0,-0.5522283253576774,1.2386,-44.584880135449495
2012-12-17,17,Sunam,1,1.401184,True,0,-0.46301462493397044,0.7434000000000001,-62.28337704250342
2012-12-18,17,Dhuri,1,1.2188606,True,0,-1.1226383709674201,1.1515,-97.4935623940443
2012-12-18,17,Lehra,1,1.2188606,True,0,-0.9304705595321617,0.9321000000000002,-99.82518608863444
2012-12-18,17,Malerkotla,1,1.2188606,True,0,-1.4276015394061807,1.5428000000000002,-92.5331565599028
2012-12-18,17,Moonak,1,1.2188606,True,0,-1.252279039889167,1.2537,-99.8866586814363
2012-12-18,17,Sangrur,1,1.2188606,True,0,-1.3360141345048762,1.4115,-94.65208179276487
2012-12-18,17,Sunam,1,1.2188606,True,0,-0.9153576347076566,0.9258,-98.87207115010332
2012-12-19,17,Dhuri,1,0.90707403,False,0,-1.3924,1.3924,-100.0
2012-12-19,17,Lehra,1,0.90707403,False,0,-1.1745,1.1745,-100.0
2012-12-19,17,Malerkotla,1,0.90707403,False,0,-1.661270275882401,1.7105,-97.12191031174515
2012-12-19,17,Moonak,1,0.90707403,False,0,-1.4758895199445834,1.4766,-99.95188405421804
2012-12-19,17,Sangrur,1,0.90707403,False,0,-1.6546827832515167,1.6748999999999998,-98.79292992127989
2012-12-19,17,Sunam,1,0.90707403,False,0,-1.173935120124895,1.1755,-99.8668753828069
2012-12-20,17,Dhuri,2,0.84638882,False,0,-1.6092,1.6092,-100.0
2012-12-20,17,Lehra,2,0.84638882,False,0,-1.3964,1.3964,-100.0
2012-12-20,17,Malerkotla,2,0.84638882,False,0,-1.8523,1.8523,-100.0
2012-12-20,17,Moonak,2,0.84638882,False,0,-1.6817,1.6817,-100.0
2012-12-20,17,Sangrur,2,0.84638882,False,0,-1.9184999999999999,1.9184999999999999,-100.0
2012-12-20,17,Sunam,2,0.84638882,False,0,-1.4149,1.4149,-100.0
2012-12-21,17,Dhuri,2,0.77420503,False,0,-1.8318,1.8318,-100.0
2012-12-21,17,Lehra,2,0.77420503,False,0,-1.6022,1.6022,-100.0
2012-12-21,17,Malerkotla,2,0.77420503,False,0,-2.0055,2.0055,-100.0
2012-12-21,17,Moonak,2,0.77420503,False,0,-1.8735,1.8735,-100.0
2012-12-21,17,Sangrur,2,0.77420503,False,0,-2.1702,2.1702,-100.0
2012-12-21,17,Sunam,2,0.77420503,False,0,-1.6461999999999999,1.6461999999999999,-99.99999999999999
2012-12-22,17,Dhuri,3,1.0009341,True,0,-2.2218,2.2218,-100.0
2012-12-22,17,Lehra,3,1.0009341,True,0,-1.9274,1.9274,-100.0
2012-12-22,17,Malerkotla,3,1.0009341,True,0,-2.3926,2.3926,-100.0
2012-12-22,17,Moonak,3,1.0009341,True,0,-2.2292,2.2292,-100.0
2012-12-22,17,Sangrur,3,1.0009341,True,0,-2.6174,2.6174,-100.0
2012-12-22,17,Sunam,3,1.0009341,True,0,-2.0231,2.0231,-100.0
2012-12-23,17,Dhuri,2,1.0761789,True,0,-2.6723,2.6723,-100.00000000000001
2012-12-23,17,Lehra,2,1.0761789,True,0,-2.2974,2.2974,-100.0
2012-12-23,17,Malerkotla,2,1.0761789,True,0,-2.886,2.886,-100.0
2012-12-23,17,Moonak,2,1.0761789,True,0,-2.6601,2.6601,-100.0
2012-12-23,17,Sangrur,2,1.0761789,True,0,-3.1393,3.1393,-100.0
2012-12-23,17,Sunam,2,1.0761789,True,0,-2.461,2.461,-100.0
2012-12-24,17,Dhuri,2,1.0720401,True,0,-2.149063925636333,3.1325000000000003,-68.6053926779356
2012-12-24,17,Lehra,2,1.0720401,True,0,-0.9068471715001372,2.658,-34.11765129797356
2012-12-24,17,Malerkotla,2,1.0720401,True,0,-3.0778716394567063,3.4176,-90.05944637923415
2012-12-24,17,Moonak,2,1.0720401,True,0,-1.3513755144892874,3.0801000000000003,-43.874403898876245
2012-12-24,17,Sangrur,2,1.0720401,True,0,-2.442248861836854,3.6649000000000003,-66.63889497221899
2012-12-24,17,Sunam,2,1.0720401,True,0,-1.3964159016583468,2.8941,-48.25043715346211
2012-12-25,17,Dhuri,3,0.8856678,False,0,19.916709714738662,3.3709,590.8424965065313
2012-12-25,17,Lehra,3,0.8856678,False,0,20.729614690508704,2.8102,737.656205626244
2012-12-25,17,Malerkotla,3,0.8856678,False,0,19.083550225451372,3.7207,512.9021481294211
2012-12-25,17,Moonak,3,0.8856678,False,0,20.38894994598305,3.2679,623.9159688479773
2012-12-25,17,Sangrur,3,0.8856678,False,0,21.24026065859983,3.9413,538.915095491331
2012-12-25,17,Sunam,3,0.8856678,False,0,20.004812045296905,3.1050000000000004,644.2773605570661
2012-12-26,17,Dhuri,3,0.8777073,False,0,24.847361505134735,3.6086,688.5595938905597
2012-12-26,17,Lehra,3,0.8777073,False,0,24.213134353109808,2.9991,807.3466824417261
2012-12-26,17,Malerkotla,3,0.8777073,False,0,25.50419266271669,4.0126,635.6026681632032
2012-12-26,17,Moonak,3,0.8777073,False,0,24.28708115220699,3.4785,698.2055814922235
2012-12-26,17,Sangrur,3,0.8777073,False,0,27.039533530409706,4.2232,640.2617335293073
2012-12-26,17,Sunam,3,0.8777073,False,0,24.06572696326129,3.3383999999999996,720.876077260403
2012-12-27,17,Dhuri,3,0.83889157,False,0,24.42339668193503,4.048,603.3447796920709
2012-12-27,17,Lehra,3,0.83889157,False,0,23.871701893963202,3.3581,710.8692979352372
2012-12-27,17,Malerkotla,3,0.83889157,False,0,24.963992154049656,4.5602,547.431958116961
2012-12-27,17,Moonak,3,0.83889157,False,0,23.928239663147757,3.8574,620.3204143502815
2012-12-27,17,Sangrur,3,0.83889157,False,0,26.55286575947821,4.7341,560.8851895709472
2012-12-27,17,Sunam,3,0.83889157,False,0,23.65885549612529,3.7676999999999996,627.9389414264749
2012-12-28,17,Dhuri,3,0.71554923,False,0,23.997696681935032,4.4737,536.4172090648686
2012-12-28,17,Lehra,3,0.71554923,False,0,23.5062018939632,3.7236,631.276235201504
2012-12-28,17,Malerkotla,3,0.71554923,False,0,24.42579215404966,5.0984,479.0874029901471
2012-12-28,17,Moonak,3,0.71554923,False,0,23.524139663147757,4.2615,552.0154795998535
2012-12-28,17,Sangrur,3,0.71554923,False,0,26.054865759478208,5.2321,497.9810355206935
2012-12-28,17,Sunam,3,0.71554923,False,0,23.22015549612529,4.2063999999999995,552.0196723118413
2012-12-29,17,Dhuri,3,0.71915847,False,0,23.702796681935034,4.7686,497.05986415163846
2012-12-29,17,Lehra,3,0.71915847,False,0,23.232501893963203,3.9972999999999996,581.2048606300054
2012-12-29,17,Malerkotla,3,0.71915847,False,0,24.037034306461024,5.4872,438.0564642524607
2012-12-29,17,Moonak,3,0.71915847,False,0,23.221239663147756,4.5644,508.7468158607431
2012-12-29,17,Sangrur,3,0.71915847,False,0,25.69626575947821,5.5907,459.6251946890051
2012-12-29,17,Sunam,3,0.71915847,False,0,22.892255496125287,4.5343,504.8685683815646
2012-12-30,17,Dhuri,3,0.98623991,False,0,23.462696681935032,5.0087,468.43885003963163
2012-12-30,17,Lehra,3,0.98623991,False,0,23.003101893963205,4.226699999999999,544.2331344539051
2012-12-30,17,Malerkotla,3,0.98623991,False,0,23.738676458872394,5.7856,410.30621644898366
2012-12-30,17,Moonak,3,0.98623991,False,0,22.994039663147756,4.7916,479.8822869844677
2012-12-30,17,Sangrur,3,0.98623991,False,0,25.410365759478207,5.8766,432.3991042350715
2012-12-30,17,Sunam,3,0.98623991,False,0,22.62335549612529,4.8031999999999995,471.0059022344539
2012-12-31,17,Dhuri,3,1.164682,True,0,22.242060607571368,5.2459,423.9894128285207
2012-12-31,17,Lehra,3,1.164682,True,0,21.02294906546334,4.4557,471.82146611000155
2012-12-31,17,Malerkotla,3,1.164682,True,0,23.112390250740468,6.0722,380.62630102336004
2012-12-31,17,Moonak,3,1.164682,True,0,21.036715177637035,5.020200000000001,419.04137639211643
2012-12-31,17,Sangrur,3,1.164682,True,0,23.90671462131506,6.1576,388.24728175449945
2012-12-31,17,Sunam,3,1.164682,True,0,20.85817139778364,5.0706999999999995,411.346981635349
2013-01-01,17,Dhuri,3,1.1079147,True,0,-0.2959130328036288,5.4797,-5.400168491042006
2013-01-01,17,Lehra,3,1.1079147,True,0,-0.9969127965455034,4.6869000000000005,-21.27019557800472
2013-01-01,17,Malerkotla,3,1.1079147,True,0,0.36021053824376104,6.3599,5.663776761328968
2013-01-01,17,Moonak,3,1.1079147,True,0,-1.1080102828352985,5.236800000000001,-21.158155416194973
2013-01-01,17,Sangrur,3,1.1079147,True,0,-0.3334948991216251,6.438900000000001,-5.179376898563809
2013-01-01,17,Sunam,3,1.1079147,True,0,-1.0185565491716142,5.335299999999999,-19.09089552924136
2013-01-02,17,Dhuri,4,1.0741923,True,0,-5.4035648231997016,5.4190000000000005,-99.7151655877413
2013-01-02,17,Lehra,4,1.0741923,True,0,-4.613832459146605,4.6314,-99.62068616717633
2013-01-02,17,Malerkotla,4,1.0741923,True,0,-6.337589746610189,6.3452,-99.88006282875541
2013-01-02,17,Moonak,4,1.0741923,True,0,-5.133641489059237,5.153700000000001,-99.61079397441132
2013-01-02,17,Sangrur,4,1.0741923,True,0,-6.349167770931498,6.3734,-99.61979117788775
2013-01-02,17,Sunam,4,1.0741923,True,0,-5.270671467136002,5.2931,-99.57626848417756
2013-01-03,17,Dhuri,4,0.94670147,False,0,-5.1458,5.1458,-100.0
2013-01-03,17,Lehra,4,0.94670147,False,0,-4.4338,4.4338,-100.0
2013-01-03,17,Malerkotla,4,0.94670147,False,0,-6.043392372361458,6.043800000000001,-99.99325544130276
2013-01-03,17,Moonak,4,0.94670147,False,0,-4.9030000000000005,4.9030000000000005,-100.0
2013-01-03,17,Sangrur,4,0.94670147,False,0,-6.057291073253986,6.0647,-99.87783523099225
2013-01-03,17,Sunam,4,0.94670147,False,0,-5.057303759653586,5.058,-99.98623486859601
2013-01-04,17,Dhuri,4,1.4435469,True,0,-4.9594,4.9594,-100.0
2013-01-04,17,Lehra,4,1.4435469,True,0,-4.3328999999999995,4.3328999999999995,-100.0
2013-01-04,17,Malerkotla,4,1.4435469,True,0,-5.845595506779755,5.8462000000000005,-99.9896600660216
2013-01-04,17,Moonak,4,1.4435469,True,0,-4.7707,4.7707,-100.0
2013-01-04,17,Sangrur,4,1.4435469,True,0,-5.839782146507972,5.8546,-99.7469023760457
2013-01-04,17,Sunam,4,1.4435469,True,0,-4.906707519307173,4.9081,-99.97162892579965
2013-01-05,17,Dhuri,4,2.0776153,True,0,-4.803599999999999,4.803599999999999,-100.0
2013-01-05,17,Lehra,4,2.0776153,True,0,-4.2938,4.2938,-100.0
2013-01-05,17,Malerkotla,4,2.0776153,True,0,-5.70324079360942,5.704,-99.98668993003893
2013-01-05,17,Moonak,4,2.0776153,True,0,-4.7213,4.7213,-100.0
2013-01-05,17,Sangrur,4,2.0776153,True,0,-5.651073219761958,5.6733,-99.60822131320322
2013-01-05,17,Sunam,4,2.0776153,True,0,-4.808211278960759,4.8103,-99.95657815439286
2013-01-06,17,Dhuri,4,2.3001366,True,0,-4.563199999999999,4.563199999999999,-100.0
2013-01-06,17,Lehra,4,2.3001366,True,0,-4.218,4.218,-100.0
2013-01-06,17,Malerkotla,4,2.3001366,True,0,-5.4907860804390864,5.4917,-99.98335816667128
2013-01-06,17,Moonak,4,2.3001366,True,0,-4.6419,4.6419,-100.0
2013-01-06,17,Sangrur,4,2.3001366,True,0,-5.383564293015944,5.4132,-99.45252887415843
2013-01-06,17,Sunam,4,2.3001366,True,0,-4.652015038614346,4.6548,-99.94017011717682
2013-01-07,17,Dhuri,5,2.2024882,True,0,-4.21731990968963,4.2673000000000005,-98.82876548847351
2013-01-07,17,Lehra,5,2.2024882,True,0,-4.097022407174715,4.0975,-99.98834428736339
2013-01-07,17,Malerkotla,5,2.2024882,True,0,-5.155508173941839,5.2059999999999995,-99.030122434534
2013-01-07,17,Moonak,5,2.2024882,True,0,-4.4864,4.4864,-100.0
2013-01-07,17,Sangrur,5,2.2024882,True,0,-5.04593990125509,5.0839,-99.2533271947735
2013-01-07,17,Sunam,5,2.2024882,True,0,-4.438506599522923,4.4424,-99.91235817402581
2013-01-08,17,Dhuri,5,2.1439278,True,0,-3.8818181466863226,3.9897,-97.29599084358028
2013-01-08,17,Lehra,5,2.1439278,True,0,-3.7304442244893616,3.9724999999999997,-93.90671427285997
2013-01-08,17,Malerkotla,5,2.1439278,True,0,-4.89688152845724,4.956300000000001,-98.80115264324677
2013-01-08,17,Moonak,5,2.1439278,True,0,-4.327742733603565,4.3338,-99.86023198125352
2013-01-08,17,Sangrur,5,2.1439278,True,0,-4.384559593555795,4.7673000000000005,-91.97154770112631
2013-01-08,17,Sunam,5,2.1439278,True,0,-3.8810317890241377,4.2414000000000005,-91.50355517103168
2013-01-09,17,Dhuri,5,2.1121318,True,0,-3.971484722826467,4.0817000000000005,-97.2997702630391
2013-01-09,17,Lehra,5,2.1121318,True,0,-3.9333694527977294,4.1811,-94.07499109798209
2013-01-09,17,Malerkotla,5,2.1121318,True,0,-5.027938868118452,5.0922,-98.73804776164431
2013-01-09,17,Moonak,5,2.1121318,True,0,-4.516179294126957,4.5245,-99.81609667647159
2013-01-09,17,Sangrur,5,2.1121318,True,0,-4.456009249172676,4.8408,-92.05109174460164
2013-01-09,17,Sunam,5,2.1121318,True,0,-4.029317884786808,4.3944,-91.6921055158112
2013-01-10,17,Dhuri,5,2.2434919,True,0,-4.03884131110319,4.1492,-97.3402417599342
2013-01-10,17,Lehra,5,2.2434919,True,0,-4.03936206766472,4.2873,-94.21692131795581
2013-01-10,17,Malerkotla,5,2.2434919,True,0,-5.1716206518750605,5.2357,-98.77610733760646
2013-01-10,17,Moonak,5,2.2434919,True,0,-4.636379294126957,4.6447,-99.8208559030068
2013-01-10,17,Sangrur,5,2.2434919,True,0,-4.484966488666138,4.8629,-92.22822777902358
2013-01-10,17,Sunam,5,2.2434919,True,0,-4.104932024347868,4.469600000000001,-91.84114964085975
2013-01-11,17,Dhuri,6,2.2438951,True,0,-2.704659637474931,3.9598999999999998,-68.30121057286627
2013-01-11,17,Lehra,6,2.2438951,True,0,-2.6770500886706525,4.1462,-64.56635204936212
2013-01-11,17,Malerkotla,6,2.2438951,True,0,-3.2841755064468243,5.058799999999999,-64.92005033697369
2013-01-11,17,Moonak,6,2.2438951,True,0,-2.8025038245645018,4.4961,-62.33188373400284
2013-01-11,17,Sangrur,6,2.2438951,True,0,-3.047570133057977,4.59,-66.3958634653154
2013-01-11,17,Sunam,6,2.2438951,True,0,-2.742158934179954,4.277500000000001,-64.10657940806438
2013-01-12,17,Dhuri,6,2.4876738,True,0,2.226234749468003,3.7516,59.34094118424148
2013-01-12,17,Lehra,6,2.4876738,True,0,3.162705222832157,3.9637000000000002,79.79174061690232
2013-01-12,17,Malerkotla,6,2.4876738,True,0,3.785564862057841,4.8359000000000005,78.28046200413243
2013-01-12,17,Moonak,6,2.4876738,True,0,4.179526361718965,4.2844999999999995,97.54992091770255
2013-01-12,17,Sangrur,6,2.4876738,True,0,2.9339639497946823,4.3012,68.2126836649001
2013-01-12,17,Sunam,6,2.4876738,True,0,3.084185896467596,4.049099999999999,76.16966477655767
2013-01-13,17,Dhuri,6,2.4608314,True,0,6.738333781417745,3.6475,184.7384175851335
2013-01-13,17,Lehra,6,2.4608314,True,0,7.866688263268669,3.8344000000000005,205.16086645286532
2013-01-13,17,Malerkotla,6,2.4608314,True,0,11.363309561386039,4.7191,240.79399803746557
2013-01-13,17,Moonak,6,2.4608314,True,0,10.92669135003204,4.1205,265.1787732079126
2013-01-13,17,Sangrur,6,2.4608314,True,0,9.088847171692251,4.1066,221.32292338411946
2013-01-13,17,Sunam,6,2.4608314,True,0,8.229129242970606,3.8925999999999994,211.40444029621867
2013-01-14,17,Dhuri,7,2.6580992,True,0,6.722753691107375,3.6130999999999998,186.06608427963178
2013-01-14,17,Lehra,7,2.6580992,True,0,7.938110670443385,3.7625,210.97968559317965
2013-01-14,17,Malerkotla,7,2.6580992,True,0,11.338889502477425,4.6939,241.5664906043466
2013-01-14,17,Moonak,7,2.6580992,True,0,10.997891350032042,4.0493,271.5998160183746
2013-01-14,17,Sangrur,7,2.6580992,True,0,9.1910227799314,3.9961,229.99981932212404
2013-01-14,17,Sunam,7,2.6580992,True,0,8.316820803879182,3.8038,218.6450603049367
2013-01-15,17,Dhuri,7,2.5704548,True,0,6.6456519281040665,3.6323,182.95988569512613
2013-01-15,17,Lehra,7,2.5704548,True,0,7.703032487758032,3.756,205.08606197438849
2013-01-15,17,Malerkotla,7,2.5704548,True,0,11.318320704581456,4.7055,240.53385834834677
2013-01-15,17,Moonak,7,2.5704548,True,0,10.993634083635605,4.0475,271.61541899037934
2013-01-15,17,Sangrur,7,2.5704548,True,0,8.901142472232102,3.9412000000000003,225.84853527433526
2013-01-15,17,Sunam,7,2.5704548,True,0,7.990445993380396,3.7737,211.7403607435778
2013-01-16,17,Dhuri,7,2.5116148,True,0,6.672518504244211,3.6031,185.18826855330718
2013-01-16,17,Lehra,7,2.5116148,True,0,7.8137577160664,3.6396,214.68726552550828
2013-01-16,17,Malerkotla,7,2.5116148,True,0,11.338335891831301,4.6806,242.241077892392
2013-01-16,17,Moonak,7,2.5116148,True,0,11.083070644158997,3.9558000000000004,280.17267415336966
2013-01-16,17,Sangrur,7,2.5116148,True,0,9.011792127848986,3.8285000000000005,235.38702175392413
2013-01-16,17,Sunam,7,2.5116148,True,0,8.106332089143068,3.6531000000000002,221.90282470074916
2013-01-17,17,Dhuri,7,2.2270796,True,0,6.486475092520935,3.789,171.19226953077157
2013-01-17,17,Lehra,7,2.2270796,True,0,7.71885033093339,3.7343,206.70139868070024
2013-01-17,17,Malerkotla,7,2.2270796,True,0,11.115120810006207,4.9038,226.66342040878925
2013-01-17,17,Moonak,7,2.2270796,True,0,10.980170644158997,4.0587,270.5341770556828
2013-01-17,17,Sangrur,7,2.2270796,True,0,8.892240440596433,3.9475,225.26258240902936
2013-01-17,17,Sunam,7,2.2270796,True,0,7.978949988357712,3.7802000000000007,211.07216518590846
2013-01-18,17,Dhuri,7,1.9568368,True,0,5.011293418892676,4.1193,121.65400477976054
2013-01-18,17,Lehra,7,1.9568368,True,0,6.3020383519393235,3.9299,160.3612904129704
2013-01-18,17,Malerkotla,7,1.9568368,True,0,8.97767879899627,5.3305,168.420951111458
2013-01-18,17,Moonak,7,1.9568368,True,0,9.07359517459654,4.28,211.9998872569285
2013-01-18,17,Sangrur,7,1.9568368,True,0,7.455035158242259,4.2128,176.96152578433012
2013-01-18,17,Sunam,7,1.9568368,True,0,6.551580657843385,4.036200000000001,162.32051577829102
2013-01-19,17,Dhuri,7,1.949882,True,0,0.0007990319497421794,4.4072,0.018130149522195032
2013-01-19,17,Lehra,7,1.949882,True,0,0.509183040436513,4.0655,12.524487527647594
2013-01-19,17,Malerkotla,7,1.949882,True,0,1.7435415649099006,5.7176,30.494290697318817
2013-01-19,17,Moonak,7,1.949882,True,0,2.173464988313074,4.409700000000001,49.2882733136738
2013-01-19,17,Sangrur,7,1.949882,True,0,1.545792148643585,4.4219,34.957646003835116
2013-01-19,17,Sunam,7,1.949882,True,0,0.7476395868494228,4.2415,17.626773237048752
2013-01-20,17,Dhuri,7,2.2098086,True,0,-4.663399999999999,4.663399999999999,-100.0
2013-01-20,17,Lehra,7,2.2098086,True,0,-4.1299,4.1299,-100.0
2013-01-20,17,Malerkotla,7,2.2098086,True,0,-6.0664,6.0664,-100.0
2013-01-20,17,Moonak,7,2.2098086,True,0,-4.4506000000000006,4.4506000000000006,-100.0
2013-01-20,17,Sangrur,7,2.2098086,True,0,-4.5962,4.5962,-100.0
2013-01-20,17,Sunam,7,2.2098086,True,0,-4.394299999999999,4.394299999999999,-100.0
2013-01-21,17,Dhuri,7,2.0669253,True,0,-4.9575,4.9575,-100.0
2013-01-21,17,Lehra,7,2.0669253,True,0,-4.3144,4.3144,-100.0
2013-01-21,17,Malerkotla,7,2.0669253,True,0,-6.438699999999999,6.438699999999999,-100.0
2013-01-21,17,Moonak,7,2.0669253,True,0,-4.603500000000001,4.603500000000001,-100.0
2013-01-21,17,Sangrur,7,2.0669253,True,0,-4.833699999999999,4.833699999999999,-100.0
2013-01-21,17,Sunam,7,2.0669253,True,0,-4.6616,4.6616,-100.0
2013-01-22,17,Dhuri,7,2.1351442,True,0,-5.149170098711097,5.1967,-99.08538300673692
2013-01-22,17,Lehra,7,2.1351442,True,0,-4.351989790228644,4.4575,-97.63297342072113
2013-01-22,17,Malerkotla,7,2.1351442,True,0,-6.71408493848326,6.747799999999999,-99.50035475982187
2013-01-22,17,Moonak,7,2.1351442,True,0,-4.602188833344171,4.7089,-97.73384088309736
2013-01-22,17,Sangrur,7,2.1351442,True,0,-4.950571616724009,5.0213,-98.59143283062173
2013-01-22,17,Sunam,7,2.1351442,True,0,-4.784772666596894,4.8796,-98.05665764810425
2013-01-23,17,Dhuri,7,2.1482446,True,0,3.0081601483903437,5.3986,55.72111562979928
2013-01-23,17,Lehra,7,2.1482446,True,0,0.8098890686709517,4.682099999999999,17.297560254393368
2013-01-23,17,Malerkotla,7,2.1482446,True,0,2.245239219707285,6.9482,32.31396936915007
2013-01-23,17,Moonak,7,2.1482446,True,0,0.5984811280793272,4.8569,12.322286398306062
2013-01-23,17,Sangrur,7,2.1482446,True,0,3.915666197403482,5.194800000000001,75.37664967666669
2013-01-23,17,Sunam,7,2.1482446,True,0,1.9668423446449257,5.1501,38.19037192763103
2013-01-24,17,Dhuri,7,2.1508343,True,0,21.788591154283438,5.494199999999999,396.57440854507377
2013-01-24,17,Lehra,7,2.1508343,True,0,20.00649059137136,4.811299999999999,415.8229707432786
2013-01-24,17,Malerkotla,7,2.1508343,True,0,24.1360717976579,7.0473,342.4867934905268
2013-01-24,17,Moonak,7,2.1508343,True,0,19.972960133755446,4.9359,404.64677432191587
2013-01-24,17,Sangrur,7,2.1508343,True,0,22.340166264664827,5.2875000000000005,422.5090546508714
2013-01-24,17,Sunam,7,2.1508343,True,0,24.458614294714742,5.3028,461.2396148207502
2013-01-25,17,Dhuri,7,1.9269546,True,0,22.145032440766208,5.726299999999999,386.7249784462255
2013-01-25,17,Lehra,7,1.9269546,True,0,20.596248133236397,5.050299999999999,407.822270622268
2013-01-25,17,Malerkotla,7,1.9269546,True,0,24.443110628676553,7.3016,334.7637590209893
2013-01-25,17,Moonak,7,1.9269546,True,0,20.946713542602346,5.0844,411.9800476477529
2013-01-25,17,Sangrur,7,1.9269546,True,0,22.626076503271076,5.506200000000001,410.91999025228057
2013-01-25,17,Sunam,7,1.9269546,True,0,24.892576765688528,5.5642,447.37027363661497
2013-01-26,17,Dhuri,7,1.8137252,True,0,21.73445371554582,6.148899999999999,353.46897356512255
2013-01-26,17,Lehra,7,1.8137252,True,0,20.19660672962878,5.471399999999999,369.1305101003177
2013-01-26,17,Malerkotla,7,1.8137252,True,0,24.00789370166971,7.7479,309.86323651143806
2013-01-26,17,Moonak,7,1.8137252,True,0,20.61765805811504,5.4289,379.77597778767415
2013-01-26,17,Sangrur,7,1.8137252,True,0,22.213042794192848,5.9264,374.81511194304886
2013-01-26,17,Sunam,7,1.8137252,True,0,24.454588204274998,6.0167,406.4451976045838
2013-01-27,17,Dhuri,7,1.8115056,True,0,21.274653715545817,6.608700000000001,321.9188904859627
2013-01-27,17,Lehra,7,1.8115056,True,0,19.72090672962878,5.947100000000001,331.6054333982744
2013-01-27,17,Malerkotla,7,1.8115056,True,0,23.485842522673476,8.2701,283.9849883637861
2013-01-27,17,Moonak,7,1.8115056,True,0,20.18035805811504,5.8662,344.0107404813174
2013-01-27,17,Sangrur,7,1.8115056,True,0,21.75664279419285,6.3828,340.8636146235641
2013-01-27,17,Sunam,7,1.8115056,True,0,23.956888204274996,6.5144,367.7527969463803
2013-01-28,17,Dhuri,7,1.6518152,True,0,20.882481277787615,7.0103,297.88284777809247
2013-01-28,17,Lehra,7,1.6518152,True,0,19.409808116436462,6.2774,309.20139096499287
2013-01-28,17,Malerkotla,7,1.6518152,True,0,23.019892232983075,8.7416,263.3372864576631
2013-01-28,17,Moonak,7,1.6518152,True,0,19.886729756373118,6.1641,322.6217899835031
2013-01-28,17,Sangrur,7,1.6518152,True,0,21.387517215175958,6.759200000000001,316.42083700994135
2013-01-28,17,Sunam,7,1.6518152,True,0,23.605674452481956,6.8786000000000005,343.1755655581362
2013-01-29,17,Dhuri,7,1.4139684,True,0,24.23928242025546,7.389,328.0455057552505
2013-01-29,17,Lehra,7,1.4139684,True,0,21.65400695963652,6.5744,329.3685653388373
2013-01-29,17,Malerkotla,7,1.4139684,True,0,27.968367672439005,9.2073,303.76296712868054
2013-01-29,17,Moonak,7,1.4139684,True,0,21.811794748001535,6.4304,339.19810195324607
2013-01-29,17,Sangrur,7,1.4139684,True,0,24.781440661028995,7.102600000000001,348.9066068908427
2013-01-29,17,Sunam,7,1.4139684,True,0,26.370789062687063,7.2159,365.45391514138305
2013-01-30,17,Dhuri,7,1.5825746,True,0,19.685160701810855,7.699999999999999,255.65143768585529
2013-01-30,17,Lehra,7,1.5825746,True,0,23.203689127819093,6.7533,343.5903799300948
2013-01-30,17,Malerkotla,7,1.5825746,True,0,22.387320753090307,9.6653,231.62572039243796
2013-01-30,17,Moonak,7,1.5825746,True,0,22.473013966295944,6.6045,340.2682105578915
2013-01-30,17,Sangrur,7,1.5825746,True,0,20.46881166952604,7.366700000000001,277.8559147179339
2013-01-30,17,Sunam,7,1.5825746,True,0,25.83230661112584,7.4436,347.0404993702757
2013-01-31,17,Dhuri,8,2.0347464,True,0,22.807458984846477,7.977499999999999,285.8973235330176
2013-01-31,17,Lehra,8,2.0347464,True,0,25.155219427871238,6.9001,364.5631139819892
2013-01-31,17,Malerkotla,8,2.0347464,True,0,27.39988041514401,10.0604,272.3537872762913
