forecast_date,split,status,n_rows,error
2024-09-01,,failed,0,failed /vsicurl/https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/daily/global/2024/09/01/c3g_2024.09.02.tif: '/vsicurl/https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/daily/global/2024/09/01/c3g_2024.09.02.tif' does not exist in the file system; and is not recognized as a supported dataset name.
2024-09-02,,failed,0,failed /vsicurl/https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/daily/global/2024/09/02/c3g_2024.09.03.tif: '/vsicurl/https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/daily/global/2024/09/02/c3g_2024.09.03.tif' does not exist in the file system; and is not recognized as a supported dataset name.
2024-09-03,,failed,0,failed /vsicurl/https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/daily/global/2024/09/03/c3g_2024.09.04.tif: '/vsicurl/https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/daily/global/2024/09/03/c3g_2024.09.04.tif' does not exist in the file system; and is not recognized as a supported dataset name.
2024-09-04,,failed,0,failed /vsicurl/https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/daily/global/2024/09/04/c3g_2024.09.05.tif: '/vsicurl/https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/daily/global/2024/09/04/c3g_2024.09.05.tif' does not exist in the file system; and is not recognized as a supported dataset name.
2024-09-06,,failed,0,failed /vsicurl/https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/daily/global/2024/09/06/c3g_2024.09.07.tif: '/vsicurl/https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/daily/global/2024/09/06/c3g_2024.09.07.tif' does not exist in the file system; and is not recognized as a supported dataset name.
2024-09-05,,failed,0,failed /vsicurl/https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/daily/global/2024/09/05/c3g_2024.09.06.tif: '/vsicurl/https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/daily/global/2024/09/05/c3g_2024.09.06.tif' does not exist in the file system; and is not recognized as a supported dataset name.
2024-09-07,,failed,0,failed /vsicurl/https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/daily/global/2024/09/07/c3g_2024.09.08.tif: '/vsicurl/https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/daily/global/2024/09/07/c3g_2024.09.08.tif' does not exist in the file system; and is not recognized as a supported dataset name.
2024-09-08,,failed,0,failed /vsicurl/https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/daily/global/2024/09/08/c3g_2024.09.09.tif: '/vsicurl/https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/daily/global/2024/09/08/c3g_2024.09.09.tif' does not exist in the file system; and is not recognized as a supported dataset name.
2024-09-10,,failed,0,failed /vsicurl/https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/daily/global/2024/09/10/c3g_2024.09.11.tif: '/vsicurl/https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/daily/global/2024/09/10/c3g_2024.09.11.tif' does not exist in the file system; and is not recognized as a supported dataset name.
2024-09-09,,failed,0,failed /vsicurl/https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/daily/global/2024/09/09/c3g_2024.09.10.tif: '/vsicurl/https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/daily/global/2024/09/09/c3g_2024.09.10.tif' does not exist in the file system; and is not recognized as a supported dataset name.
2024-08-23,test,success,42,
2024-08-20,test,success,42,
2024-08-27,test,success,42,
2024-08-22,test,success,42,
2024-08-29,test,success,42,
2024-08-26,test,success,42,
2024-08-25,test,success,42,
2024-08-19,test,success,42,
2024-08-28,test,success,42,
2024-08-24,test,success,42,
2024-08-30,test,success,42,
2024-08-31,test,success,42,
2024-09-08,test,success,42,
2024-09-05,test,success,42,
2024-09-04,test,success,42,
2024-09-01,test,success,42,
2024-09-03,test,success,42,
2024-09-02,test,success,42,
2024-09-07,test,success,42,
2024-09-06,test,success,42,
2024-09-10,test,success,42,
2024-09-09,test,success,42,
2024-09-17,test,success,42,
2024-09-12,test,success,42,
2024-09-11,test,success,42,
2024-09-13,test,success,42,
2024-09-19,test,success,42,
2024-09-14,test,success,42,
2024-09-20,test,success,42,
2024-09-18,test,success,42,
2024-09-21,test,success,42,
2024-09-25,test,success,42,
2024-09-16,test,success,42,
2024-09-27,test,success,42,
2024-09-22,test,success,42,
2024-09-23,test,success,42,
2024-09-26,test,success,42,
2024-09-15,test,success,42,
2024-09-30,test,success,42,
2024-09-29,test,success,42,
2025-06-03,test,success,42,
2025-06-04,test,success,42,
2025-06-02,test,success,42,
2025-06-05,test,success,42,
2025-06-07,test,success,42,
2024-09-24,test,success,42,
2025-06-01,test,success,42,
2025-06-09,test,success,42,
2025-06-08,test,success,42,
2024-09-28,test,success,42,
2025-06-06,test,success,42,
2025-06-11,test,success,42,
2025-06-10,test,success,42,
2025-06-12,test,success,42,
2025-06-13,test,success,42,
2025-06-15,test,success,42,
2025-06-17,test,success,42,
2025-06-14,test,success,42,
2025-06-16,test,success,42,
2025-06-20,test,success,42,
2025-06-18,test,success,42,
2025-06-19,test,success,42,
2025-06-21,test,success,42,
2025-06-23,test,success,42,
2025-06-22,test,success,42,
2025-06-24,test,success,42,
2025-06-28,test,success,42,
2025-06-27,test,success,42,
2025-06-30,test,success,42,
2025-06-25,test,success,42,
2025-06-29,test,success,42,
2025-06-26,test,success,42,
2025-07-02,test,success,42,
2025-07-01,test,success,42,
2025-07-03,test,success,42,
2025-07-05,test,success,42,
2025-07-06,test,success,42,
2025-07-04,test,success,42,
2025-07-07,test,success,42,
2025-07-10,test,success,42,
2025-07-08,test,success,42,
2025-07-11,test,success,42,
2025-07-12,test,success,42,
2025-07-14,test,success,42,
2025-07-13,test,success,42,
2025-07-09,test,success,42,
2025-07-15,test,success,42,
2025-07-16,test,success,42,
2025-07-21,test,success,42,
2025-07-20,test,success,42,
2025-07-22,test,success,42,
2025-07-19,test,success,42,
2025-07-17,test,success,42,
2025-07-18,test,success,42,
2025-07-23,test,success,42,
2025-07-25,test,success,42,
2025-07-24,test,success,42,
2025-07-28,test,success,42,
2025-07-26,test,success,42,
2025-07-27,test,success,42,
2025-07-31,test,success,42,
2025-08-04,test,success,42,
2025-07-29,test,success,42,
2025-08-05,test,success,42,
2025-08-07,test,success,42,
2025-07-30,test,success,42,
2025-08-03,test,success,42,
2025-08-06,test,success,42,
2025-08-01,test,success,42,
2025-08-02,test,success,42,
2025-08-08,test,success,42,
2025-08-09,test,success,42,
2025-08-14,test,success,42,
2025-08-12,test,success,42,
2025-08-13,test,success,42,
2025-08-10,test,success,42,
2025-08-11,test,success,42,
2025-08-17,test,success,42,
2025-08-15,test,success,42,
2025-08-16,test,success,42,
2025-08-19,test,success,42,
2025-08-20,test,success,42,
2025-08-21,test,success,42,
2025-08-18,test,success,42,
2025-08-22,test,success,42,
2025-08-25,test,success,42,
2025-08-24,test,success,42,
2025-08-28,test,success,42,
2025-08-27,test,success,42,
2025-08-26,test,success,42,
2025-08-23,test,success,42,
2025-08-30,test,success,42,
2025-08-29,test,success,42,
2025-09-02,test,success,42,
2025-08-31,test,success,42,
2025-09-01,test,success,42,
2025-09-04,test,success,42,
2025-09-03,test,success,42,
2025-09-07,test,success,42,
2025-09-06,test,success,42,
2025-09-05,test,success,42,
2025-09-09,test,success,42,
2025-09-08,test,success,42,
2025-09-11,test,success,42,
2025-09-10,test,success,42,
2025-09-12,test,success,42,
2025-09-13,test,success,42,
2025-09-15,test,success,42,
2025-09-14,test,success,42,
2025-09-16,test,success,42,
2025-09-18,test,success,42,
2025-09-19,test,success,42,
2025-09-17,test,success,42,
2025-09-20,test,success,42,
2025-09-21,test,success,42,
2025-09-23,test,success,42,
2025-09-22,test,success,42,
2025-09-24,test,success,42,
2025-09-25,test,success,42,
2025-09-27,test,success,42,
2025-09-26,test,success,42,
2025-09-28,test,success,42,
2025-09-29,test,success,42,
2025-09-30,test,success,42,
