system:index,block,date,rainfall_mm,.geo
20101223_00000000000000000004,Sangrur,2010-12-23,7.44593400058436E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101223_00000000000000000005,Sunam,2010-12-23,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101224_00000000000000000000,Dhuri,2010-12-24,1.9293633953780247E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101224_00000000000000000001,Lehra,2010-12-24,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101224_00000000000000000002,Malerkotla,2010-12-24,0.002385186521236652,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101224_00000000000000000003,Moonak,2010-12-24,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101224_00000000000000000004,Sangrur,2010-12-24,7.44593400058436E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101224_00000000000000000005,Sunam,2010-12-24,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101225_00000000000000000000,Dhuri,2010-12-25,9.187446153114275E-6,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101225_00000000000000000001,Lehra,2010-12-25,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101225_00000000000000000002,Malerkotla,2010-12-25,7.368747437361717E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101225_00000000000000000003,Moonak,2010-12-25,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101225_00000000000000000004,Sangrur,2010-12-25,7.44593400058436E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101225_00000000000000000005,Sunam,2010-12-25,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101226_00000000000000000000,Dhuri,2010-12-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101226_00000000000000000001,Lehra,2010-12-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101226_00000000000000000002,Malerkotla,2010-12-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101226_00000000000000000003,Moonak,2010-12-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101226_00000000000000000004,Sangrur,2010-12-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101226_00000000000000000005,Sunam,2010-12-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101227_00000000000000000000,Dhuri,2010-12-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101227_00000000000000000001,Lehra,2010-12-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101227_00000000000000000002,Malerkotla,2010-12-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101227_00000000000000000003,Moonak,2010-12-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101227_00000000000000000004,Sangrur,2010-12-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101227_00000000000000000005,Sunam,2010-12-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101228_00000000000000000000,Dhuri,2010-12-28,0.0011762123346994071,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101228_00000000000000000001,Lehra,2010-12-28,0.04527842873627865,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101228_00000000000000000002,Malerkotla,2010-12-28,7.022969968039391E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101228_00000000000000000003,Moonak,2010-12-28,0.07720242967130743,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101228_00000000000000000004,Sangrur,2010-12-28,0.0212689022504912,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101228_00000000000000000005,Sunam,2010-12-28,0.05206169892976393,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101229_00000000000000000000,Dhuri,2010-12-29,0.9059670658200921,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101229_00000000000000000001,Lehra,2010-12-29,2.4062560403856117,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101229_00000000000000000002,Malerkotla,2010-12-29,1.6481168566803848,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101229_00000000000000000003,Moonak,2010-12-29,5.266165420052313,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101229_00000000000000000004,Sangrur,2010-12-29,1.968116330219615,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101229_00000000000000000005,Sunam,2010-12-29,2.1152289488550933,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101230_00000000000000000000,Dhuri,2010-12-30,5.6421908929913664,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101230_00000000000000000001,Lehra,2010-12-30,5.784763866875912,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101230_00000000000000000002,Malerkotla,2010-12-30,11.671951698121571,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101230_00000000000000000003,Moonak,2010-12-30,10.907118863223255,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101230_00000000000000000004,Sangrur,2010-12-30,9.248418161784377,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101230_00000000000000000005,Sunam,2010-12-30,6.168129962596409,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101231_00000000000000000000,Dhuri,2010-12-31,0.6172423169731003,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101231_00000000000000000001,Lehra,2010-12-31,0.1288266396537731,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101231_00000000000000000002,Malerkotla,2010-12-31,1.2294196444031382,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101231_00000000000000000003,Moonak,2010-12-31,0.143388255430669,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101231_00000000000000000004,Sangrur,2010-12-31,0.5246152118113969,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101231_00000000000000000005,Sunam,2010-12-31,0.2555152156113216,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110101_00000000000000000000,Dhuri,2011-01-01,0.015260956036798671,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110101_00000000000000000001,Lehra,2011-01-01,0.017984472327291435,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110101_00000000000000000002,Malerkotla,2011-01-01,0.07635341995289006,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110101_00000000000000000003,Moonak,2011-01-01,0.007835392008579151,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110101_00000000000000000004,Sangrur,2011-01-01,0.025368056972898213,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110101_00000000000000000005,Sunam,2011-01-01,0.018305303569828915,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110102_00000000000000000000,Dhuri,2011-01-02,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110102_00000000000000000001,Lehra,2011-01-02,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110102_00000000000000000002,Malerkotla,2011-01-02,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110102_00000000000000000003,Moonak,2011-01-02,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110102_00000000000000000004,Sangrur,2011-01-02,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110102_00000000000000000005,Sunam,2011-01-02,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110103_00000000000000000000,Dhuri,2011-01-03,0.2738164088851504,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110103_00000000000000000001,Lehra,2011-01-03,0.04858436916181591,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110103_00000000000000000002,Malerkotla,2011-01-03,0.3760033306366365,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110103_00000000000000000003,Moonak,2011-01-03,0.14217072302243122,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110103_00000000000000000004,Sangrur,2011-01-03,0.31796379048797446,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110103_00000000000000000005,Sunam,2011-01-03,0.1072675758072993,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110104_00000000000000000000,Dhuri,2011-01-04,0.07290343023386464,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110104_00000000000000000001,Lehra,2011-01-04,0.014762335624698407,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110104_00000000000000000002,Malerkotla,2011-01-04,0.1573547875616766,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110104_00000000000000000003,Moonak,2011-01-04,0.041761099987296615,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110104_00000000000000000004,Sangrur,2011-01-04,0.12293503400554055,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110104_00000000000000000005,Sunam,2011-01-04,0.044850777155989806,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110105_00000000000000000000,Dhuri,2011-01-05,0.015944366546868167,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110105_00000000000000000001,Lehra,2011-01-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110105_00000000000000000002,Malerkotla,2011-01-05,0.057979224817915474,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110105_00000000000000000003,Moonak,2011-01-05,8.828790908235498E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110105_00000000000000000004,Sangrur,2011-01-05,0.0515640326787726,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110105_00000000000000000005,Sunam,2011-01-05,0.004678430056296066,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110106_00000000000000000000,Dhuri,2011-01-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110106_00000000000000000001,Lehra,2011-01-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110106_00000000000000000002,Malerkotla,2011-01-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110106_00000000000000000003,Moonak,2011-01-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110106_00000000000000000004,Sangrur,2011-01-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110106_00000000000000000005,Sunam,2011-01-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110107_00000000000000000000,Dhuri,2011-01-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110107_00000000000000000001,Lehra,2011-01-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110107_00000000000000000002,Malerkotla,2011-01-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110107_00000000000000000003,Moonak,2011-01-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110107_00000000000000000004,Sangrur,2011-01-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110107_00000000000000000005,Sunam,2011-01-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110108_00000000000000000000,Dhuri,2011-01-08,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110108_00000000000000000001,Lehra,2011-01-08,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110108_00000000000000000002,Malerkotla,2011-01-08,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110108_00000000000000000003,Moonak,2011-01-08,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110108_00000000000000000004,Sangrur,2011-01-08,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110108_00000000000000000005,Sunam,2011-01-08,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110109_00000000000000000000,Dhuri,2011-01-09,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110109_00000000000000000001,Lehra,2011-01-09,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110109_00000000000000000002,Malerkotla,2011-01-09,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110109_00000000000000000003,Moonak,2011-01-09,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110109_00000000000000000004,Sangrur,2011-01-09,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110109_00000000000000000005,Sunam,2011-01-09,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110110_00000000000000000000,Dhuri,2011-01-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110110_00000000000000000001,Lehra,2011-01-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110110_00000000000000000002,Malerkotla,2011-01-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110110_00000000000000000003,Moonak,2011-01-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110110_00000000000000000004,Sangrur,2011-01-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110110_00000000000000000005,Sunam,2011-01-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110111_00000000000000000000,Dhuri,2011-01-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110111_00000000000000000001,Lehra,2011-01-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110111_00000000000000000002,Malerkotla,2011-01-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110111_00000000000000000003,Moonak,2011-01-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110111_00000000000000000004,Sangrur,2011-01-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110111_00000000000000000005,Sunam,2011-01-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110112_00000000000000000000,Dhuri,2011-01-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110112_00000000000000000001,Lehra,2011-01-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110112_00000000000000000002,Malerkotla,2011-01-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110112_00000000000000000003,Moonak,2011-01-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110112_00000000000000000004,Sangrur,2011-01-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110112_00000000000000000005,Sunam,2011-01-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110113_00000000000000000000,Dhuri,2011-01-13,0.003325521669912145,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110113_00000000000000000001,Lehra,2011-01-13,0.06267616692395131,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110113_00000000000000000002,Malerkotla,2011-01-13,0.0011113836344087587,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110113_00000000000000000003,Moonak,2011-01-13,0.037616090314996825,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110113_00000000000000000004,Sangrur,2011-01-13,0.10638892698048756,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110113_00000000000000000005,Sunam,2011-01-13,0.07870040204605132,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110114_00000000000000000000,Dhuri,2011-01-14,0.010838858717400396,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110114_00000000000000000001,Lehra,2011-01-14,0.0657236927566415,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110114_00000000000000000002,Malerkotla,2011-01-14,0.005217155601297106,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110114_00000000000000000003,Moonak,2011-01-14,0.0350173218531465,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110114_00000000000000000004,Sangrur,2011-01-14,0.33123488894237163,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110114_00000000000000000005,Sunam,2011-01-14,0.1199159440887003,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110115_00000000000000000000,Dhuri,2011-01-15,6.369530729174534E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110115_00000000000000000001,Lehra,2011-01-15,0.005911314243982589,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110115_00000000000000000002,Malerkotla,2011-01-15,4.398256145317906E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110115_00000000000000000003,Moonak,2011-01-15,0.0021910144335772165,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110115_00000000000000000004,Sangrur,2011-01-15,0.02253015542261596,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110115_00000000000000000005,Sunam,2011-01-15,0.007856324372296655,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110116_00000000000000000000,Dhuri,2011-01-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110116_00000000000000000001,Lehra,2011-01-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110116_00000000000000000002,Malerkotla,2011-01-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110116_00000000000000000003,Moonak,2011-01-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110116_00000000000000000004,Sangrur,2011-01-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110116_00000000000000000005,Sunam,2011-01-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110117_00000000000000000000,Dhuri,2011-01-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110117_00000000000000000001,Lehra,2011-01-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110117_00000000000000000002,Malerkotla,2011-01-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110117_00000000000000000003,Moonak,2011-01-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110117_00000000000000000004,Sangrur,2011-01-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110117_00000000000000000005,Sunam,2011-01-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110118_00000000000000000000,Dhuri,2011-01-18,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110118_00000000000000000001,Lehra,2011-01-18,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110118_00000000000000000002,Malerkotla,2011-01-18,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110118_00000000000000000003,Moonak,2011-01-18,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110118_00000000000000000004,Sangrur,2011-01-18,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110118_00000000000000000005,Sunam,2011-01-18,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110119_00000000000000000000,Dhuri,2011-01-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110119_00000000000000000001,Lehra,2011-01-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110119_00000000000000000002,Malerkotla,2011-01-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110119_00000000000000000003,Moonak,2011-01-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110119_00000000000000000004,Sangrur,2011-01-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110119_00000000000000000005,Sunam,2011-01-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110120_00000000000000000000,Dhuri,2011-01-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110120_00000000000000000001,Lehra,2011-01-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110120_00000000000000000002,Malerkotla,2011-01-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110120_00000000000000000003,Moonak,2011-01-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110120_00000000000000000004,Sangrur,2011-01-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110120_00000000000000000005,Sunam,2011-01-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110121_00000000000000000000,Dhuri,2011-01-21,0.012618751042645319,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110121_00000000000000000001,Lehra,2011-01-21,0.18789293259390255,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110121_00000000000000000002,Malerkotla,2011-01-21,0.050113832834453906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110121_00000000000000000003,Moonak,2011-01-21,0.5084258226859131,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110121_00000000000000000004,Sangrur,2011-01-21,0.009682204184165153,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110121_00000000000000000005,Sunam,2011-01-21,0.062389703832494495,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110122_00000000000000000000,Dhuri,2011-01-22,0.012618751042645319,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110122_00000000000000000001,Lehra,2011-01-22,0.18789293259390255,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110122_00000000000000000002,Malerkotla,2011-01-22,0.050113832834453906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110122_00000000000000000003,Moonak,2011-01-22,0.5084258226859131,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110122_00000000000000000004,Sangrur,2011-01-22,0.009682204184165153,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110122_00000000000000000005,Sunam,2011-01-22,0.062389703832494495,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110123_00000000000000000000,Dhuri,2011-01-23,0.012618751042645319,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110123_00000000000000000001,Lehra,2011-01-23,0.18789293259390255,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110123_00000000000000000002,Malerkotla,2011-01-23,0.050113832834453906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110123_00000000000000000003,Moonak,2011-01-23,0.5084258226859131,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110123_00000000000000000004,Sangrur,2011-01-23,0.009682204184165153,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110123_00000000000000000005,Sunam,2011-01-23,0.062389703832494495,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110124_00000000000000000000,Dhuri,2011-01-24,0.012618751042645319,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110124_00000000000000000001,Lehra,2011-01-24,0.18789293259390255,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110124_00000000000000000002,Malerkotla,2011-01-24,0.050113832834453906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110124_00000000000000000003,Moonak,2011-01-24,0.5084258226859131,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110124_00000000000000000004,Sangrur,2011-01-24,0.009682204184165153,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110124_00000000000000000005,Sunam,2011-01-24,0.062389703832494495,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110125_00000000000000000000,Dhuri,2011-01-25,0.012618751042645319,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110125_00000000000000000001,Lehra,2011-01-25,0.18789293259390255,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110125_00000000000000000002,Malerkotla,2011-01-25,0.050113832834453906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110125_00000000000000000003,Moonak,2011-01-25,0.5091579075173274,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110125_00000000000000000004,Sangrur,2011-01-25,0.009682204184165153,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110125_00000000000000000005,Sunam,2011-01-25,0.062389703832494495,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110126_00000000000000000000,Dhuri,2011-01-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110126_00000000000000000001,Lehra,2011-01-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110126_00000000000000000002,Malerkotla,2011-01-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110126_00000000000000000003,Moonak,2011-01-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110126_00000000000000000004,Sangrur,2011-01-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110126_00000000000000000005,Sunam,2011-01-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110127_00000000000000000000,Dhuri,2011-01-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110127_00000000000000000001,Lehra,2011-01-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110127_00000000000000000002,Malerkotla,2011-01-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110127_00000000000000000003,Moonak,2011-01-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110127_00000000000000000004,Sangrur,2011-01-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110127_00000000000000000005,Sunam,2011-01-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110128_00000000000000000000,Dhuri,2011-01-28,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110128_00000000000000000001,Lehra,2011-01-28,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110128_00000000000000000002,Malerkotla,2011-01-28,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110128_00000000000000000003,Moonak,2011-01-28,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110128_00000000000000000004,Sangrur,2011-01-28,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110128_00000000000000000005,Sunam,2011-01-28,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110129_00000000000000000000,Dhuri,2011-01-29,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110129_00000000000000000001,Lehra,2011-01-29,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110129_00000000000000000002,Malerkotla,2011-01-29,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110129_00000000000000000003,Moonak,2011-01-29,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110129_00000000000000000004,Sangrur,2011-01-29,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110129_00000000000000000005,Sunam,2011-01-29,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110130_00000000000000000000,Dhuri,2011-01-30,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110130_00000000000000000001,Lehra,2011-01-30,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110130_00000000000000000002,Malerkotla,2011-01-30,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110130_00000000000000000003,Moonak,2011-01-30,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110130_00000000000000000004,Sangrur,2011-01-30,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110130_00000000000000000005,Sunam,2011-01-30,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110131_00000000000000000000,Dhuri,2011-01-31,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110131_00000000000000000001,Lehra,2011-01-31,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110131_00000000000000000002,Malerkotla,2011-01-31,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110131_00000000000000000003,Moonak,2011-01-31,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110131_00000000000000000004,Sangrur,2011-01-31,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110131_00000000000000000005,Sunam,2011-01-31,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110201_00000000000000000000,Dhuri,2011-02-01,0.009760288685942633,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110201_00000000000000000001,Lehra,2011-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110201_00000000000000000002,Malerkotla,2011-02-01,0.018397400519253492,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110201_00000000000000000003,Moonak,2011-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110201_00000000000000000004,Sangrur,2011-02-01,2.8093897326724246E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
