block,rainfall_mm,valid_pixel_count
Dhuri,6.408274412155151,48
Lehra,7.401104629039764,48
Malerkotla,10.757305492957434,48
Moonak,7.574481099843979,48
Sangrur,10.33874281247457,48
Sunam,12.376622637112936,48
